Plot	Pollinator	Pollinator_group	Pollinator_group_2	Functional_group_Rocka	Species	Abundance
20	Microhoria_plumbea	Coleoptera	Coleoptera	Beetles	HOE	1
21	Microhoria_plumbea	Coleoptera	Coleoptera	Beetles	HOE	1
15	Mordellistena_1	Coleoptera	Coleoptera	Beetles	BLA	1
33	Mordellistena_1	Coleoptera	Coleoptera	Beetles	CSA	2
19	Mordellistena_1	Coleoptera	Coleoptera	Beetles	EFL	1
21	Oedemera_flavipes	Coleoptera	Coleoptera	Beetles	BLA	2
21	Oedemera_flavipes	Coleoptera	Coleoptera	Beetles	POT	1
9	Oedemera_flavipes	Coleoptera	Coleoptera	Beetles	RGR	1
21	Oedemera_flavipes	Coleoptera	Coleoptera	Beetles	ROF	1
15	Oedemera_flavipes	Coleoptera	Coleoptera	Beetles	TVUH	1
20	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	AMO	2
1	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CAL	2
37	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CAL	1
6	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSA	1
9	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSA	1
32	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSA	1
37	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSA	1
39	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSA	3
7	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	CSP	1
15	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ECH	2
13	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	PRUNUS	1
9	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	RGR	2
2	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
3	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
5	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
8	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	3
11	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
14	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
15	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	2
16	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
20	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
22	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	2
23	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	2
25	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
30	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
31	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	4
34	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
36	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	3
38	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
39	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
40	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	ROF	1
26	Oxythyrea_funesta	Coleoptera	Coleoptera	Beetles	TVUH	1
7	Smaragdina_diversipes	Coleoptera	Coleoptera	Beetles	CSP	1
17	Smaragdina_diversipes	Coleoptera	Coleoptera	Beetles	CSP	1
39	Tropinota_squalida	Coleoptera	Coleoptera	Beetles	CSA	4
7	Tropinota_squalida	Coleoptera	Coleoptera	Beetles	ROF	1
37	Tropinota_squalida	Coleoptera	Coleoptera	Beetles	ROF	1
39	Tropinota_squalida	Coleoptera	Coleoptera	Beetles	ROF	2
7	Tropinota_squalida	Coleoptera	Coleoptera	Beetles	TVUF	1
21	Bombylius_cruciatus	Diptera	Diptera	Beeflies	ROF	1
2	Bombylius_discolor	Diptera	Diptera	Beeflies	ROF	2
21	Bombylius_discolor	Diptera	Diptera	Beeflies	ROF	1
40	Bombylius_discolor	Diptera	Diptera	Beeflies	ROF	1
32	Bombylius_discolor	Diptera	Diptera	Beeflies	TVUF	1
37	Bombylius_sp_1	Diptera	Diptera	Beeflies	ROF	1
38	Conophorus	Diptera	Diptera	Beeflies	TVUH	1
19	Chamaesyrphus	Diptera	Diptera	Hoverflies	EFL	1
21	Chamaesyrphus	Diptera	Diptera	Hoverflies	FLA	1
8	Chamaesyrphus	Diptera	Diptera	Hoverflies	HOE	2
21	Chamaesyrphus	Diptera	Diptera	Hoverflies	HOE	2
34	Chamaesyrphus	Diptera	Diptera	Hoverflies	HOE	1
13	Chamaesyrphus	Diptera	Diptera	Hoverflies	ROF	1
17	Chamaesyrphus	Diptera	Diptera	Hoverflies	ROF	1
8	Chamaesyrphus	Diptera	Diptera	Hoverflies	TVUF	2
11	Chamaesyrphus	Diptera	Diptera	Hoverflies	TVUF	1
33	Chamaesyrphus	Diptera	Diptera	Hoverflies	TVUF	1
17	Chamaesyrphus	Diptera	Diptera	Hoverflies	TVUH	1
38	Chamaesyrphus	Diptera	Diptera	Hoverflies	TVUH	1
5	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	EFL	1
16	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	EFL	1
19	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	EFL	1
37	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	EFL	1
37	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ESE	2
4	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
10	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
14	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
19	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
23	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
31	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
37	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	ROF	1
15	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	TVUF	1
37	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	TVUF	1
12	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	TVUH	1
31	Chrysotoxum_cautum	Diptera	Diptera	Hoverflies	TVUH	1
13	Chrysotoxum_intermedium	Diptera	Diptera	Hoverflies	TVUF	1
6	Epysirphus_balteatus	Diptera	Diptera	Hoverflies	ROF	1
35	Eristalinus_aeneus	Diptera	Diptera	Hoverflies	TVUF	1
1	Eristalis_tenax	Diptera	Diptera	Hoverflies	TVUH	1
32	Merodon	Diptera	Diptera	Hoverflies	TVUH	1
35	Paragus_tibialis	Diptera	Diptera	Hoverflies	HOE	1
34	Paragus_tibialis	Diptera	Diptera	Hoverflies	TVUF	1
34	Paragus_tibialis	Diptera	Diptera	Hoverflies	TVUH	1
35	Platynochaetus_setosus	Diptera	Diptera	Hoverflies	TVUH	1
1	Scaeva_albomaculata	Diptera	Diptera	Hoverflies	ROF	1
17	Syritta_pipiens	Diptera	Diptera	Hoverflies	EFL	1
24	Syrphidae_1	Diptera	Diptera	Hoverflies	ECH	1
3	Syrphidae_1	Diptera	Diptera	Hoverflies	ROF	1
29	Syrphidae_2	Diptera	Diptera	Hoverflies	EFL	1
1	Bibio_sp	Diptera	Diptera	Large_flies	ROF	1
2	Bibio_sp	Diptera	Diptera	Large_flies	ROF	2
3	Bibio_sp	Diptera	Diptera	Large_flies	ROF	52
4	Bibio_sp	Diptera	Diptera	Large_flies	ROF	16
5	Bibio_sp	Diptera	Diptera	Large_flies	ROF	4
7	Bibio_sp	Diptera	Diptera	Large_flies	ROF	1
12	Bibio_sp	Diptera	Diptera	Large_flies	ROF	16
14	Bibio_sp	Diptera	Diptera	Large_flies	ROF	3
26	Bibio_sp	Diptera	Diptera	Large_flies	ROF	3
27	Bibio_sp	Diptera	Diptera	Large_flies	ROF	1
30	Bibio_sp	Diptera	Diptera	Large_flies	ROF	1
24	Calliphoridae_3	Diptera	Diptera	Large_flies	ROF	2
7	Calliphoridae_3	Diptera	Diptera	Large_flies	TVUF	1
30	Conòpid_llarg_vermell	Diptera	Diptera	Large_flies	ROF	1
28	Dipter_2	Diptera	Diptera	Large_flies	EFL	1
31	Dipter_blanc	Diptera	Diptera	Large_flies	OLA	1
33	Dipter_elipse_1	Diptera	Diptera	Large_flies	CSA	2
19	Dipter_gran_1	Diptera	Diptera	Large_flies	EFL	1
21	Dipter_molt_llarg,_mes_que_apis,_ales_fosques,_grisos	Diptera	Diptera	Large_flies	ROF	1
7	Empididae_2	Diptera	Diptera	Large_flies	ROF	1
9	Empididae_2	Diptera	Diptera	Large_flies	ROF	1
19	Empididae_2	Diptera	Diptera	Large_flies	ROF	1
22	Empididae_2	Diptera	Diptera	Large_flies	ROF	2
36	Empididae_2	Diptera	Diptera	Large_flies	TVUF	1
37	Fals_conòpid	Diptera	Diptera	Large_flies	EFL	2
11	Fals_conòpid	Diptera	Diptera	Large_flies	TVUF	1
36	Fals_conòpid	Diptera	Diptera	Large_flies	TVUF	1
38	Fals_conòpid	Diptera	Diptera	Large_flies	TVUF	1
36	Fals_conòpid	Diptera	Diptera	Large_flies	TVUH	1
38	Fals_conòpid	Diptera	Diptera	Large_flies	TVUH	4
38	Lucilia	Diptera	Diptera	Large_flies	TVUH	1
1	Mosca_1	Diptera	Diptera	Large_flies	TVUH	1
3	Mosca_11	Diptera	Diptera	Large_flies	ROF	3
29	Mosca_14	Diptera	Diptera	Large_flies	ECH	1
19	Mosca_14	Diptera	Diptera	Large_flies	ROF	1
20	Mosca_14	Diptera	Diptera	Large_flies	ROF	2
24	Mosca_15	Diptera	Diptera	Large_flies	ECH	4
29	Mosca_15	Diptera	Diptera	Large_flies	ECH	4
20	Mosca_15	Diptera	Diptera	Large_flies	ROF	4
24	Mosca_15	Diptera	Diptera	Large_flies	ROF	1
33	Mosca_16	Diptera	Diptera	Large_flies	TVUF	1
38	Mosca_16	Diptera	Diptera	Large_flies	TVUF	1
38	Mosca_16	Diptera	Diptera	Large_flies	TVUH	1
38	Mosca_17	Diptera	Diptera	Large_flies	TVUF	1
37	Mosca_17	Diptera	Diptera	Large_flies	TVUH	1
38	Mosca_18	Diptera	Diptera	Large_flies	TVUF	3
20	Mosca_19	Diptera	Diptera	Large_flies	ROF	1
37	Mosca_20	Diptera	Diptera	Large_flies	TVUH	1
31	Mosca_3	Diptera	Diptera	Large_flies	ROF	1
39	Mosca_3	Diptera	Diptera	Large_flies	ROF	1
36	Mosca_3	Diptera	Diptera	Large_flies	TVUF	1
16	Mosca_3	Diptera	Diptera	Large_flies	TVUH	1
37	Mosca_7	Diptera	Diptera	Large_flies	TVUF	1
38	Mosca_7	Diptera	Diptera	Large_flies	TVUF	1
1	Mosca_7	Diptera	Diptera	Large_flies	TVUH	1
38	Mosca_7	Diptera	Diptera	Large_flies	TVUH	5
34	Mosca_8	Diptera	Diptera	Large_flies	TVUF	1
19	Mosca_9	Diptera	Diptera	Large_flies	ECH	1
29	Mosca_9	Diptera	Diptera	Large_flies	ECH	1
2	Mosca_9	Diptera	Diptera	Large_flies	ROF	4
19	Mosca_9	Diptera	Diptera	Large_flies	ROF	2
20	Mosca_9	Diptera	Diptera	Large_flies	ROF	1
30	Mosca_9	Diptera	Diptera	Large_flies	TVUF	1
19	Mosca_mitjana_1	Diptera	Diptera	Large_flies	TVUF	1
35	Mosca_mitjana_1	Diptera	Diptera	Large_flies	TVUF	1
17	Mosca_mitjana-gran_1	Diptera	Diptera	Large_flies	TVUH	1
35	Mosca_normal_1	Diptera	Diptera	Large_flies	TVUF	1
40	Mosca_poc_peluda_1	Diptera	Diptera	Large_flies	ROF	1
19	Mosca_prima_1	Diptera	Diptera	Large_flies	ROF	1
19	Mosca_taques_ales_1	Diptera	Diptera	Large_flies	EFL	1
35	Musca_1	Diptera	Diptera	Large_flies	TVUF	1
24	Sarcophagidae_1	Diptera	Diptera	Large_flies	EFL	1
24	Sarcophagidae_1	Diptera	Diptera	Large_flies	ROF	1
4	Sarcophagidae_1	Diptera	Diptera	Large_flies	TVUF	1
13	Sarcophagidae_1	Diptera	Diptera	Large_flies	TVUF	1
38	Sarcophagidae_1	Diptera	Diptera	Large_flies	TVUF	1
13	Sarcophagidae_1	Diptera	Diptera	Large_flies	TVUH	1
32	Sarcophagidae_1	Diptera	Diptera	Large_flies	TVUH	1
27	Sarcophagidae_2	Diptera	Diptera	Large_flies	TVUH	1
34	Sarcophagidae_3	Diptera	Diptera	Large_flies	TVUH	1
19	Sarcophagidae_4	Diptera	Diptera	Large_flies	EFL	1
19	Sarcophagidae_4	Diptera	Diptera	Large_flies	ROF	1
21	Sarcophagidae_4	Diptera	Diptera	Large_flies	ROF	1
9	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUF	1
14	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUF	1
16	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUF	2
21	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUF	1
34	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUF	1
34	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUH	1
36	Sarcophagidae_4	Diptera	Diptera	Large_flies	TVUH	1
31	Sarcophagidae_5	Diptera	Diptera	Large_flies	TVUF	1
34	Sarcophagidae_5	Diptera	Diptera	Large_flies	TVUF	1
36	Sarcophagidae_5	Diptera	Diptera	Large_flies	TVUF	1
38	Sarcophagidae_5	Diptera	Diptera	Large_flies	TVUF	1
36	Sarcophagidae_5	Diptera	Diptera	Large_flies	TVUH	1
8	Sarcophagidae_6	Diptera	Diptera	Large_flies	TVUH	1
32	Sarcophagidae_6	Diptera	Diptera	Large_flies	TVUH	1
24	Scatophagidae??	Diptera	Diptera	Large_flies	ECH	1
14	Scatophagidae??	Diptera	Diptera	Large_flies	ROF	1
2	Stratyomidae_1	Diptera	Diptera	Large_flies	ROF	1
2	Stratyomidae_2	Diptera	Diptera	Large_flies	TVUH	1
35	Stratyomidae_3	Diptera	Diptera	Large_flies	TVUH	1
7	Tachinidae_1	Diptera	Diptera	Large_flies	ROF	1
20	Tachinidae_2	Diptera	Diptera	Large_flies	ROF	1
33	Empididae	Diptera	Diptera	Small_flies	CSA	1
24	Empididae	Diptera	Diptera	Small_flies	EFL	1
35	Empididae	Diptera	Diptera	Small_flies	EFL	1
24	Empididae	Diptera	Diptera	Small_flies	HOE	1
29	Empididae	Diptera	Diptera	Small_flies	HOE	1
2	Empididae	Diptera	Diptera	Small_flies	TVUF	1
3	Empididae	Diptera	Diptera	Small_flies	TVUF	5
7	Empididae	Diptera	Diptera	Small_flies	TVUF	3
11	Empididae	Diptera	Diptera	Small_flies	TVUF	2
21	Empididae	Diptera	Diptera	Small_flies	TVUF	1
23	Empididae	Diptera	Diptera	Small_flies	TVUF	2
28	Empididae	Diptera	Diptera	Small_flies	TVUF	1
29	Empididae	Diptera	Diptera	Small_flies	TVUF	2
30	Empididae	Diptera	Diptera	Small_flies	TVUF	1
32	Empididae	Diptera	Diptera	Small_flies	TVUF	1
33	Empididae	Diptera	Diptera	Small_flies	TVUF	2
38	Empididae	Diptera	Diptera	Small_flies	TVUF	1
9	Empididae	Diptera	Diptera	Small_flies	TVUH	2
24	Empididae	Diptera	Diptera	Small_flies	TVUH	2
27	Empididae	Diptera	Diptera	Small_flies	TVUH	1
29	Empididae	Diptera	Diptera	Small_flies	TVUH	2
30	Empididae	Diptera	Diptera	Small_flies	TVUH	1
33	Empididae	Diptera	Diptera	Small_flies	TVUH	1
37	Empididae	Diptera	Diptera	Small_flies	TVUH	3
9	Gymnosoma	Diptera	Diptera	Small_flies	EFL	1
30	Gymnosoma	Diptera	Diptera	Small_flies	EFL	2
2	Mosca_petita_1	Diptera	Diptera	Small_flies	ROF	1
5	Mosca_petita_2	Diptera	Diptera	Small_flies	TVUH	1
28	Mosca_petita_3	Diptera	Diptera	Small_flies	ROF	1
14	Eurydema_oleracea	Heteroptera	Heteroptera	Bugs	EFL	2
40	Hadrodemus_m-flavum	Heteroptera	Heteroptera	Bugs	TVUH	1
17	Heteropter_marró_sense_punts	Heteroptera	Heteroptera	Bugs	EFL	1
40	Miridae_1	Heteroptera	Heteroptera	Bugs	ROF	2
4	Miridae_2	Heteroptera	Heteroptera	Bugs	ROF	1
34	Miridae_3	Heteroptera	Heteroptera	Bugs	HOE	1
14	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CAL	1
37	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CAL	4
32	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CSA	3
33	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CSA	4
38	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CSA	2
39	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CSA	1
7	Apis	Honeybees	Honeybees	Long-tongued_large_bees	CSP	1
2	Apis	Honeybees	Honeybees	Long-tongued_large_bees	EFL	1
5	Apis	Honeybees	Honeybees	Long-tongued_large_bees	EFL	1
3	Apis	Honeybees	Honeybees	Long-tongued_large_bees	EMU	1
39	Apis	Honeybees	Honeybees	Long-tongued_large_bees	FLA	1
25	Apis	Honeybees	Honeybees	Long-tongued_large_bees	HOE	1
13	Apis	Honeybees	Honeybees	Long-tongued_large_bees	PRUNUS	3
1	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	40
2	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	161
3	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	120
4	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	106
5	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	60
6	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	19
7	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	19
8	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	24
9	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	69
10	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	33
11	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	14
12	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	27
13	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	20
14	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	137
15	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	47
16	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	19
17	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	59
18	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	58
19	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	126
20	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	133
21	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	35
22	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	20
23	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	93
24	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	184
25	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	57
26	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	2
27	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	11
28	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	1
30	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	70
31	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	24
32	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	66
33	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	34
34	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	1
36	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	11
37	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	13
38	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	21
39	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	8
40	Apis	Honeybees	Honeybees	Long-tongued_large_bees	ROF	13
1	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	3
2	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
4	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	10
5	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
6	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
7	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	10
8	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
9	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
11	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
12	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	3
13	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
14	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
15	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
16	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	9
19	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	14
20	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
21	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
22	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	3
23	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
24	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
25	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	2
26	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
27	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
28	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
29	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	12
30	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	4
31	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	3
32	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	20
33	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	16
34	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	5
35	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	1
36	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	71
37	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	23
38	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	11
39	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUF	6
1	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	16
2	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	12
3	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	1
4	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	3
6	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	8
8	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	6
9	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	11
11	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	3
12	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	8
13	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	5
14	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	1
15	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	7
16	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	20
19	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	3
22	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	2
27	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	1
28	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	1
29	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	20
30	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	1
31	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	9
32	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	17
33	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	4
34	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	15
35	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	2
36	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	56
37	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	41
38	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	49
39	Apis	Honeybees	Honeybees	Long-tongued_large_bees	TVUH	7
29	Butterfly	Lepidoptera	Lepidoptera	Butterfly	TVUH	2
25	Callophrys_rubi	Lepidoptera	Lepidoptera	Butterfly	ROF	1
34	Gonopteryx_cleopatra	Lepidoptera	Lepidoptera	Butterfly	AMO	1
15	Leptidea_sinapis	Lepidoptera	Lepidoptera	Butterfly	ROF	1
25	Pieris_rapae	Lepidoptera	Lepidoptera	Butterfly	ROF	1
34	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	HOE	1
1	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
4	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
8	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
13	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
14	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
16	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
19	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	4
23	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
29	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
30	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	2
34	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
36	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
40	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUF	1
2	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
16	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
21	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
22	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
29	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	3
32	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
36	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
37	Pseudophilotes_panoptes	Lepidoptera	Lepidoptera	Butterfly	TVUH	1
24	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	BLA	1
34	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	DPE	1
17	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	2
18	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	1
20	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	3
21	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	2
23	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	1
24	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	ROF	6
