Parcela	X	Y	Nom_definitiu	Solitary	Separing_honeybees	Group	Functional_group_Rocka	Familia	Nom_planta	Codi_planta	Plant	Frequencia
38	1.88	41.27	Andrena_angustior_impressa	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Rosmarinus_officinalis	ROF	ROF	2
2	1.91	41.30	Andrena_angustior_impressa	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Andrena_lepida	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Euphorbia_flavicoma	EFL	EFL	1
22	1.94	41.31	Andrena_lepida	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Andrena_lepida	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Andrena_nana	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Andrena_nana	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Andrena_nana	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
16	1.89	41.30	Andrena_vulpecula	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Helianthemum_oelandicum	HOE	HOE	1
35	1.83	41.28	Andrena_vulpecula	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Andrenidae	Helianthemum_oelandicum	HOE	HOE	2
8	1.87	41.30	Ceratina_cyanea	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Rosmarinus_officinalis	ROF	ROF	1
21	1.88	41.30	Halictus_smaragdalus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Helianthemum_oelandicum	HOE	HOE	1
15	1.88	41.30	Halictus_smaragdalus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
18	1.90	41.31	Halictus_smaragdalus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Hylaeus_garrulus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Dorycnium_pentaphyllum	DPE	DPE	1
18	1.90	41.31	Hylaeus_garrulus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	1
8	1.87	41.30	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Helianthemum_oelandicum	HOE	HOE	1
21	1.88	41.30	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Helianthemum_oelandicum	HOE	HOE	1
18	1.90	41.31	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	4
29	1.91	41.30	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	2
4	1.88	41.28	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
6	1.86	41.29	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
9	1.90	41.32	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
20	1.91	41.31	Hylaeus_hyalinatus	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
18	1.90	41.31	Hylaeus_sp_1	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Colletidae	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Lasioglossum_bimaculatum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Helianthemum_oelandicum	HOE	HOE	1
21	1.88	41.30	Lasioglossum_bimaculatum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Lasioglossum_bimaculatum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Lasioglossum_ibericum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.30	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Orobanche_latisquama	OLA	OLA	1
3	1.90	41.28	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
12	1.92	41.29	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.30	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Lasioglossum_interruptum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
39	1.88	41.26	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Cistus_salviifolius	CSA	CSA	2
14	1.93	41.31	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Lasioglossum_mediterraneum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
33	1.85	41.28	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Cistus_salviifolius	CSA	CSA	2
18	1.90	41.31	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Fumana	FLA	FLA	1
20	1.91	41.31	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Helianthemum_oelandicum	HOE	HOE	1
35	1.83	41.28	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Helianthemum_oelandicum	HOE	HOE	1
12	1.92	41.29	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
23	1.88	41.29	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
31	1.85	41.30	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	2
32	1.87	41.28	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	6
32	1.87	41.28	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Halictidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.30	Nomada_flavoguttata	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.90	41.30	Nomada_flavoguttata	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
22	1.94	41.31	Nomada_succinta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Nomada_succinta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Nomada_succinta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Apidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Osmia_gallarum	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Megachilidae	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Osmia_rufohirta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Megachilidae	Fabaceae	FAB	FAB	1
20	1.91	41.31	Osmia_rufohirta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Megachilidae	Helianthemum_oelandicum	HOE	HOE	1
17	1.92	41.31	Osmia_rufohirta	Solitary	Bee	Small_bee	Short-tongued_medium-sized_bees	Megachilidae	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Anaspis	Solitary	Coleoptera	Coleoptera	Beetles	Scraptiidae	Aphyllanthes_monspeliensis	AMO	AMO	1
17	1.92	41.31	Anaspis	Solitary	Coleoptera	Coleoptera	Beetles	Scraptiidae	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Anaspis	Solitary	Coleoptera	Coleoptera	Beetles	Scraptiidae	Euphorbia_serrata	ESE	ESE	1
35	1.83	41.28	Anaspis	Solitary	Coleoptera	Coleoptera	Beetles	Scraptiidae	Helianthemum_oelandicum	HOE	HOE	1
37	1.86	41.27	Anaspis	Solitary	Coleoptera	Coleoptera	Beetles	Scraptiidae	Sideritis_hirsuta	SHI	SHI	1
24	1.92	41.31	Anthaxia	Solitary	Coleoptera	Coleoptera	Beetles	Buprestidae	Biscutella_laevigata	BLA	BLA	1
24	1.92	41.31	Anthaxia	Solitary	Coleoptera	Coleoptera	Beetles	Buprestidae	Helianthemum_oelandicum	HOE	HOE	1
26	1.91	41.29	Anthaxia	Solitary	Coleoptera	Coleoptera	Beetles	Buprestidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
30	1.90	41.30	Anthrenus_1	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Anthrenus_1	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Cistus_salviifolius	CSA	CSA	3
15	1.88	41.30	Anthrenus_1	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Anthrenus_1	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Euphorbia_flavicoma	EFL	EFL	3
30	1.90	41.30	Anthrenus_1	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Euphorbia_flavicoma	EFL	EFL	2
33	1.85	41.28	Anthrenus_2	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Cistus_salviifolius	CSA	CSA	1
25	1.87	41.30	Anthrenus_2	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Euphorbia_flavicoma	EFL	EFL	1
38	1.88	41.27	Anthrenus_3	Solitary	Coleoptera	Coleoptera	Beetles	Dermestidae	Cistus_salviifolius	CSA	CSA	1
3	1.90	41.28	Aplocnemus_calidus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Aplocnemus_calidus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Aplocnemus_calidus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Attalus_pictus	Solitary	Coleoptera	Coleoptera	Beetles	Malachiidae	Rosmarinus_officinalis	ROF	ROF	7
37	1.86	41.27	Bruchid_2	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Cistus_albidus	CAL	CAL	1
29	1.91	41.30	Bruchidius_1	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Euphorbia_flavicoma	EFL	EFL	3
14	1.93	41.31	Bruchidius_2	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Cistus_albidus	CAL	CAL	1
32	1.87	41.28	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Cistus_salviifolius	CSA	CSA	2
37	1.86	41.27	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Euphorbia_serrata	ESE	ESE	1
20	1.91	41.31	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Clanoptilus_abdominalis	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Clytra_quadripunctata	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Helianthemum_oelandicum	HOE	HOE	1
30	1.90	41.30	Coleòpter_vermell_gruixut	Solitary	Coleoptera	Coleoptera	Beetles	Coleoptera	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Coleoptera_3	Solitary	Coleoptera	Coleoptera	Beetles	Coleoptera	Euphorbia_flavicoma	EFL	EFL	1
20	1.91	41.31	Cryptocephalus_ramburi	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Aphyllanthes_monspeliensis	AMO	AMO	1
5	1.87	41.28	Danacea_longiceps	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Cistus_albidus	CAL	CAL	4
33	1.85	41.28	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Cistus_salviifolius	CSA	CSA	1
14	1.93	41.31	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Euphorbia_flavicoma	EFL	EFL	1
29	1.91	41.30	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Euphorbia_flavicoma	EFL	EFL	1
17	1.92	41.31	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Helianthemum_oelandicum	HOE	HOE	1
7	1.86	41.30	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	4
38	1.88	41.27	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dasytes_nigroaeneus	Solitary	Coleoptera	Coleoptera	Beetles	Melyridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
17	1.92	41.31	Escarabat_2	Solitary	Coleoptera	Coleoptera	Beetles	Coleoptera	Euphorbia_flavicoma	EFL	EFL	1
22	1.94	41.31	Escarabat_petit_1	Solitary	Coleoptera	Coleoptera	Beetles	Coleoptera	Fumana	FLA	FLA	1
21	1.88	41.30	Escarabat_rodonet_com_una_marieta_però_blau	Solitary	Coleoptera	Coleoptera	Beetles	Coleoptera	Helianthemum_oelandicum	HOE	HOE	1
5	1.87	41.28	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	1
9	1.90	41.32	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	2
15	1.88	41.30	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	9
32	1.87	41.28	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Cistus_salviifolius	CSA	CSA	1
5	1.87	41.28	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	2
9	1.90	41.32	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	2
15	1.88	41.30	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	12
20	1.91	41.31	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	4
21	1.88	41.30	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	8
30	1.90	41.30	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Lobonyx_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Prionoceridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
14	1.93	41.31	Malthinus	Solitary	Coleoptera	Coleoptera	Beetles	Cantharidae	Euphorbia_flavicoma	EFL	EFL	2
17	1.92	41.31	Malthinus	Solitary	Coleoptera	Coleoptera	Beetles	Cantharidae	Euphorbia_flavicoma	EFL	EFL	2
7	1.86	41.30	Malthinus	Solitary	Coleoptera	Coleoptera	Beetles	Cantharidae	Rosmarinus_officinalis	ROF	ROF	2
17	1.92	41.31	Malthinus	Solitary	Coleoptera	Coleoptera	Beetles	Cantharidae	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Meligethes_2	Solitary	Coleoptera	Coleoptera	Beetles	Nitidulidae	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Meligethes_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Nitidulidae	Euphorbia_flavicoma	EFL	EFL	1
28	1.93	41.29	Meligethes_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Nitidulidae	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Meligethes_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Nitidulidae	Thymus_vulgaris_Female	TVUF	TVU	2
40	1.90	41.29	Meligethes_aeneus	Solitary	Coleoptera	Coleoptera	Beetles	Nitidulidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
20	1.91	41.31	Microhoria_plumbea	Solitary	Coleoptera	Coleoptera	Beetles	Anthicidae	Helianthemum_oelandicum	HOE	HOE	1
21	1.88	41.30	Microhoria_plumbea	Solitary	Coleoptera	Coleoptera	Beetles	Anthicidae	Helianthemum_oelandicum	HOE	HOE	1
15	1.88	41.30	Mordellistena_1	Solitary	Coleoptera	Coleoptera	Beetles	Mordellidae	Biscutella_laevigata	BLA	BLA	1
33	1.85	41.28	Mordellistena_1	Solitary	Coleoptera	Coleoptera	Beetles	Mordellidae	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Mordellistena_1	Solitary	Coleoptera	Coleoptera	Beetles	Mordellidae	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Oedemera_flavipes	Solitary	Coleoptera	Coleoptera	Beetles	Oedemeridae	Biscutella_laevigata	BLA	BLA	2
21	1.88	41.30	Oedemera_flavipes	Solitary	Coleoptera	Coleoptera	Beetles	Oedemeridae	Potentilla	POT	POT	1
9	1.90	41.32	Oedemera_flavipes	Solitary	Coleoptera	Coleoptera	Beetles	Oedemeridae	Ranunculus_gramineus	RGR	RGR	1
21	1.88	41.30	Oedemera_flavipes	Solitary	Coleoptera	Coleoptera	Beetles	Oedemeridae	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.30	Oedemera_flavipes	Solitary	Coleoptera	Coleoptera	Beetles	Oedemeridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
20	1.91	41.31	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Aphyllanthes_monspeliensis	AMO	AMO	2
1	1.92	41.27	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_albidus	CAL	CAL	2
37	1.86	41.27	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_albidus	CAL	CAL	1
6	1.86	41.29	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_salviifolius	CSA	CSA	1
9	1.90	41.32	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_salviifolius	CSA	CSA	1
32	1.87	41.28	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_salviifolius	CSA	CSA	1
39	1.88	41.26	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Cistus_salviifolius	CSA	CSA	3
7	1.86	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Calicotome_spinosa	CSP	CSP	1
15	1.88	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Euphorbia_characias	ECH	ECH	2
13	1.88	41.31	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Prunus_sp.	PRUNUS	PRUNUS	1
9	1.90	41.32	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Ranunculus_gramineus	RGR	RGR	2
2	1.91	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
3	1.90	41.28	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
5	1.87	41.28	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	3
11	1.87	41.29	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
