Parcela	X	Y	Nom_definitiu	Solitary	Separing_honeybees	Group	Functional_group_Rocka	Familia	Nom_planta	Codi_planta	Plant	Frequencia
15	1.88	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	2
16	1.89	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	2
23	1.88	41.29	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	2
25	1.87	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	4
34	1.84	41.28	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	3
38	1.88	41.27	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
40	1.90	41.29	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Rosmarinus_officinalis	ROF	ROF	1
26	1.91	41.29	Oxythyrea_funesta	Solitary	Coleoptera	Coleoptera	Beetles	Cetoniidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
7	1.86	41.30	Smaragdina_diversipes	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Calicotome_spinosa	CSP	CSP	1
17	1.92	41.31	Smaragdina_diversipes	Solitary	Coleoptera	Coleoptera	Beetles	Chrysomelidae	Calicotome_spinosa	CSP	CSP	1
39	1.88	41.26	Tropinota_squalida	Solitary	Coleoptera	Coleoptera	Beetles	Scarabeidae	Cistus_salviifolius	CSA	CSA	4
7	1.86	41.30	Tropinota_squalida	Solitary	Coleoptera	Coleoptera	Beetles	Scarabeidae	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Tropinota_squalida	Solitary	Coleoptera	Coleoptera	Beetles	Scarabeidae	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Tropinota_squalida	Solitary	Coleoptera	Coleoptera	Beetles	Scarabeidae	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.30	Tropinota_squalida	Solitary	Coleoptera	Coleoptera	Beetles	Scarabeidae	Thymus_vulgaris_Female	TVUF	TVU	1
21	1.88	41.30	Bombylius_cruciatus	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Bombylius_discolor	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Rosmarinus_officinalis	ROF	ROF	2
21	1.88	41.30	Bombylius_discolor	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Rosmarinus_officinalis	ROF	ROF	1
40	1.90	41.29	Bombylius_discolor	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Rosmarinus_officinalis	ROF	ROF	1
32	1.87	41.28	Bombylius_discolor	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Bombylius_sp_1	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Rosmarinus_officinalis	ROF	ROF	1
38	1.88	41.27	Conophorus	Solitary	Diptera	Diptera	Beeflies	Bombylidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
19	1.92	41.31	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Fumana	FLA	FLA	1
8	1.87	41.30	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Helianthemum_oelandicum	HOE	HOE	2
21	1.88	41.30	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Helianthemum_oelandicum	HOE	HOE	2
34	1.84	41.28	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Helianthemum_oelandicum	HOE	HOE	1
13	1.88	41.31	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	2
11	1.87	41.29	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Chamaesyrphus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
5	1.87	41.28	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
16	1.89	41.30	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_serrata	ESE	ESE	2
4	1.88	41.28	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
10	1.91	41.28	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
23	1.88	41.29	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.30	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Chrysotoxum_cautum	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
13	1.88	41.31	Chrysotoxum_intermedium	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
6	1.86	41.29	Epysirphus_balteatus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Eristalinus_aeneus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Eristalis_tenax	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Merodon	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Paragus_tibialis	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Helianthemum_oelandicum	HOE	HOE	1
34	1.84	41.28	Paragus_tibialis	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Paragus_tibialis	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Platynochaetus_setosus	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Scaeva_albomaculata	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Syritta_pipiens	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Syrphidae_1	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_characias	ECH	ECH	1
3	1.90	41.28	Syrphidae_1	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Rosmarinus_officinalis	ROF	ROF	1
29	1.91	41.30	Syrphidae_2	Solitary	Diptera	Diptera	Hoverflies	Syrphidae	Euphorbia_flavicoma	EFL	EFL	1
1	1.92	41.27	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	2
3	1.90	41.28	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	52
4	1.88	41.28	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	16
5	1.87	41.28	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	4
7	1.86	41.30	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	1
12	1.92	41.29	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	16
14	1.93	41.31	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	3
26	1.91	41.29	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	3
27	1.91	41.29	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Bibio_sp	Solitary	Diptera	Diptera	Large_flies	Bibionidae	Rosmarinus_officinalis	ROF	ROF	1
24	1.92	41.31	Calliphoridae_3	Solitary	Diptera	Diptera	Large_flies	Calliphoridae	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.30	Calliphoridae_3	Solitary	Diptera	Diptera	Large_flies	Calliphoridae	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.90	41.30	Conòpid_llarg_vermell	Solitary	Diptera	Diptera	Large_flies	Red_fly	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dipter_2	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_flavicoma	EFL	EFL	1
31	1.85	41.30	Dipter_blanc	Solitary	Diptera	Diptera	Large_flies	Fly	Orobanche_latisquama	OLA	OLA	1
33	1.85	41.28	Dipter_elipse_1	Solitary	Diptera	Diptera	Large_flies	Fly	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Dipter_gran_1	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Dipter_molt_llarg,_mes_que_apis,_ales_fosques,_grisos	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
7	1.86	41.30	Empididae_2	Solitary	Diptera	Diptera	Large_flies	Empididae	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Empididae_2	Solitary	Diptera	Diptera	Large_flies	Empididae	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Empididae_2	Solitary	Diptera	Diptera	Large_flies	Empididae	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Empididae_2	Solitary	Diptera	Diptera	Large_flies	Empididae	Rosmarinus_officinalis	ROF	ROF	2
36	1.84	41.27	Empididae_2	Solitary	Diptera	Diptera	Large_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Red_fly	Euphorbia_flavicoma	EFL	EFL	2
11	1.87	41.29	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Red_fly	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Red_fly	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Fals_conòpid	Solitary	Diptera	Diptera	Large_flies	Red_fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	4
38	1.88	41.27	Lucilia	Solitary	Diptera	Diptera	Large_flies	Calliphoridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Mosca_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
3	1.90	41.28	Mosca_11	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	3
29	1.91	41.30	Mosca_14	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Mosca_14	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Mosca_14	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	2
24	1.92	41.31	Mosca_15	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_characias	ECH	ECH	4
29	1.91	41.30	Mosca_15	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_characias	ECH	ECH	4
20	1.91	41.31	Mosca_15	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	4
24	1.92	41.31	Mosca_15	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
33	1.85	41.28	Mosca_16	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_17	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Mosca_17	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_18	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	3
20	1.91	41.31	Mosca_19	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Mosca_20	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Mosca_3	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Mosca_3	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Mosca_3	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Mosca_3	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Mosca_7	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_7	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Mosca_7	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_7	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
34	1.84	41.28	Mosca_8	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_characias	ECH	ECH	1
29	1.91	41.30	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_characias	ECH	ECH	1
2	1.91	41.30	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	4
19	1.92	41.31	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	2
20	1.91	41.31	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Mosca_9	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_mitjana_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Mosca_mitjana_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Mosca_mitjana-gran_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Mosca_normal_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
40	1.90	41.29	Mosca_poc_peluda_1	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_prima_1	Solitary	Diptera	Diptera	Large_flies	Fly	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_taques_ales_1	Solitary	Diptera	Diptera	Large_flies	Fly	Euphorbia_flavicoma	EFL	EFL	1
35	1.83	41.28	Musca_1	Solitary	Diptera	Diptera	Large_flies	Fly	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Rosmarinus_officinalis	ROF	ROF	1
4	1.88	41.28	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Sarcophagidae_1	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
27	1.91	41.29	Sarcophagidae_2	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
34	1.84	41.28	Sarcophagidae_3	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
19	1.92	41.31	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Rosmarinus_officinalis	ROF	ROF	1
21	1.88	41.30	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.30	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Sarcophagidae_4	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Sarcophagidae_5	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_5	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Sarcophagidae_5	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Sarcophagidae_5	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Sarcophagidae_5	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
8	1.87	41.30	Sarcophagidae_6	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Sarcophagidae_6	Solitary	Diptera	Diptera	Large_flies	Sarcophagidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Scatophagidae??	Solitary	Diptera	Diptera	Large_flies	Scatophagidae??	Euphorbia_characias	ECH	ECH	1
14	1.93	41.31	Scatophagidae??	Solitary	Diptera	Diptera	Large_flies	Scatophagidae??	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Stratyomidae_1	Solitary	Diptera	Diptera	Large_flies	Stratyomidae	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Stratyomidae_2	Solitary	Diptera	Diptera	Large_flies	Stratyomidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Stratyomidae_3	Solitary	Diptera	Diptera	Large_flies	Stratyomidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
7	1.86	41.30	Tachinidae_1	Solitary	Diptera	Diptera	Large_flies	Tachinidae	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Tachinidae_2	Solitary	Diptera	Diptera	Large_flies	Tachinidae	Rosmarinus_officinalis	ROF	ROF	1
33	1.85	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Cistus_salviifolius	CSA	CSA	1
24	1.92	41.31	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Euphorbia_flavicoma	EFL	EFL	1
35	1.83	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Helianthemum_oelandicum	HOE	HOE	1
29	1.91	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Helianthemum_oelandicum	HOE	HOE	1
2	1.91	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.90	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	5
7	1.86	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	3
11	1.87	41.29	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
23	1.88	41.29	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	2
28	1.93	41.29	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
29	1.91	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	2
30	1.90	41.30	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
32	1.87	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	2
38	1.88	41.27	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Empididae	Solitary	Diptera	Diptera	Small_flies	Empididae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
