Parcela	X	Y	Nom_definitiu	Functional_group_Rocka	eficient	Nom_planta	Codi_planta	Plant	Frequencia
33	1.85	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Cistus_salviifolius	CSA	CSA	2
18	1.9	41.31	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Fumana	FLA	FLA	1
20	1.91	41.31	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Helianthemum_oelandicum	HOE	HOE	1
35	1.83	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Helianthemum_oelandicum	HOE	HOE	1
12	1.92	41.29	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
23	1.88	41.29	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
31	1.85	41.3	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
32	1.87	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	6
32	1.87	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.3	Nomada_flavoguttata	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.9	41.3	Nomada_flavoguttata	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
22	1.94	41.31	Nomada_succinta	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Nomada_succinta	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Nomada_succinta	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Osmia_gallarum	Short-tongued_medium-sized_bees	eficient	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.3	Osmia_rufohirta	Short-tongued_medium-sized_bees	eficient	Fabaceae	FAB	FAB	1
20	1.91	41.31	Osmia_rufohirta	Short-tongued_medium-sized_bees	eficient	Helianthemum_oelandicum	HOE	HOE	1
17	1.92	41.31	Osmia_rufohirta	Short-tongued_medium-sized_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
21	1.88	41.3	Bombylius_cruciatus	Beeflies	eficient	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.3	Bombylius_discolor	Beeflies	eficient	Rosmarinus_officinalis	ROF	ROF	2
21	1.88	41.3	Bombylius_discolor	Beeflies	eficient	Rosmarinus_officinalis	ROF	ROF	1
40	1.9	41.29	Bombylius_discolor	Beeflies	eficient	Rosmarinus_officinalis	ROF	ROF	1
32	1.87	41.28	Bombylius_discolor	Beeflies	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Bombylius_sp_1	Beeflies	eficient	Rosmarinus_officinalis	ROF	ROF	1
38	1.88	41.27	Conophorus	Beeflies	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
14	1.93	41.31	Apis	Long-tongued_large_bees	eficient	Cistus_albidus	CAL	CAL	1
37	1.86	41.27	Apis	Long-tongued_large_bees	eficient	Cistus_albidus	CAL	CAL	4
32	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Cistus_salviifolius	CSA	CSA	3
33	1.85	41.28	Apis	Long-tongued_large_bees	eficient	Cistus_salviifolius	CSA	CSA	4
38	1.88	41.27	Apis	Long-tongued_large_bees	eficient	Cistus_salviifolius	CSA	CSA	2
39	1.88	41.26	Apis	Long-tongued_large_bees	eficient	Cistus_salviifolius	CSA	CSA	1
7	1.86	41.3	Apis	Long-tongued_large_bees	eficient	Calicotome_spinosa	CSP	CSP	1
2	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Euphorbia_flavicoma	EFL	EFL	1
5	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Euphorbia_flavicoma	EFL	EFL	1
3	1.9	41.28	Apis	Long-tongued_large_bees	eficient	Erica_multiflora	EMU	EMU	1
39	1.88	41.26	Apis	Long-tongued_large_bees	eficient	Fumana	FLA	FLA	1
25	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Helianthemum_oelandicum	HOE	HOE	1
13	1.88	41.31	Apis	Long-tongued_large_bees	eficient	Prunus_sp.	PRUNUS	PRUNUS	3
1	1.92	41.27	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	40
2	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	161
3	1.9	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	120
4	1.88	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	106
5	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	60
6	1.86	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	19
7	1.86	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	19
8	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	24
9	1.9	41.32	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	69
10	1.91	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	33
11	1.87	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	14
12	1.92	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	27
13	1.88	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	20
14	1.93	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	137
15	1.88	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	47
16	1.89	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	19
17	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	59
18	1.9	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	58
19	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	126
20	1.91	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	133
21	1.88	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	35
22	1.94	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	20
23	1.88	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	93
24	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	184
25	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	57
26	1.91	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	2
27	1.91	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	11
28	1.93	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	1
30	1.9	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	70
31	1.85	41.3	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	24
32	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	66
33	1.85	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	34
34	1.84	41.28	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	11
37	1.86	41.27	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	13
38	1.88	41.27	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	21
39	1.88	41.26	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	8
40	1.9	41.29	Apis	Long-tongued_large_bees	eficient	Rosmarinus_officinalis	ROF	ROF	13
1	1.92	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	3
2	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
4	1.88	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	10
5	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
6	1.86	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
7	1.86	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	10
8	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
9	1.9	41.32	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
11	1.87	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
12	1.92	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	3
13	1.88	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
14	1.93	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
15	1.88	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	9
19	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	14
20	1.91	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
22	1.94	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	3
23	1.88	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
25	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	2
26	1.91	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
27	1.91	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
29	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	12
30	1.9	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	4
31	1.85	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	3
32	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	20
33	1.85	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	16
34	1.84	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	5
35	1.83	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	71
37	1.86	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	23
38	1.88	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	11
39	1.88	41.26	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Female	TVUF	TVU	6
1	1.92	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	16
2	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	12
3	1.9	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
4	1.88	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
6	1.86	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	8
8	1.87	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	6
9	1.9	41.32	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	11
11	1.87	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
12	1.92	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	8
13	1.88	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
14	1.93	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
15	1.88	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	7
16	1.89	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	20
19	1.92	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
22	1.94	41.31	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
27	1.91	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
28	1.93	41.29	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	20
30	1.9	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.3	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	9
32	1.87	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	17
33	1.85	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	4
34	1.84	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	15
35	1.83	41.28	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
36	1.84	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	56
37	1.86	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	41
38	1.88	41.27	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	49
39	1.88	41.26	Apis	Long-tongued_large_bees	eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	7
34	1.84	41.28	Anaspis	Beetles	non_eficient	Aphyllanthes_monspeliensis	AMO	AMO	1
17	1.92	41.31	Anaspis	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Anaspis	Beetles	non_eficient	Euphorbia_serrata	ESE	ESE	1
35	1.83	41.28	Anaspis	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
37	1.86	41.27	Anaspis	Beetles	non_eficient	Sideritis_hirsuta	SHI	SHI	1
24	1.92	41.31	Anthaxia	Beetles	non_eficient	Biscutella_laevigata	BLA	BLA	1
24	1.92	41.31	Anthaxia	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
26	1.91	41.29	Anthaxia	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
30	1.9	41.3	Anthrenus_1	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Anthrenus_1	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	3
15	1.88	41.3	Anthrenus_1	Beetles	non_eficient	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Anthrenus_1	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	3
30	1.9	41.3	Anthrenus_1	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
33	1.85	41.28	Anthrenus_2	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
25	1.87	41.3	Anthrenus_2	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
38	1.88	41.27	Anthrenus_3	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
3	1.9	41.28	Aplocnemus_calidus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Aplocnemus_calidus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Aplocnemus_calidus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Attalus_pictus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	7
37	1.86	41.27	Bruchid_2	Beetles	non_eficient	Cistus_albidus	CAL	CAL	1
29	1.91	41.3	Bruchidius_1	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	3
14	1.93	41.31	Bruchidius_2	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	non_eficient	Cistus_albidus	CAL	CAL	1
32	1.87	41.28	Clanoptilus_abdominalis	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Clanoptilus_abdominalis	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	2
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	non_eficient	Euphorbia_serrata	ESE	ESE	1
20	1.91	41.31	Clanoptilus_abdominalis	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Clanoptilus_abdominalis	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Clanoptilus_abdominalis	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Clytra_quadripunctata	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
30	1.9	41.3	Coleòpter_vermell_gruixut	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Coleoptera_3	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
20	1.91	41.31	Cryptocephalus_ramburi	Beetles	non_eficient	Aphyllanthes_monspeliensis	AMO	AMO	1
5	1.87	41.28	Danacea_longiceps	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Dasytes_nigroaeneus	Beetles	non_eficient	Cistus_albidus	CAL	CAL	4
33	1.85	41.28	Dasytes_nigroaeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
14	1.93	41.31	Dasytes_nigroaeneus	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
29	1.91	41.3	Dasytes_nigroaeneus	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
17	1.92	41.31	Dasytes_nigroaeneus	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
7	1.86	41.3	Dasytes_nigroaeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
30	1.9	41.3	Dasytes_nigroaeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Dasytes_nigroaeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
38	1.88	41.27	Dasytes_nigroaeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dasytes_nigroaeneus	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
17	1.92	41.31	Escarabat_2	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
22	1.94	41.31	Escarabat_petit_1	Beetles	non_eficient	Fumana	FLA	FLA	1
21	1.88	41.3	Escarabat_rodonet_com_una_marieta_però_blau	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
5	1.87	41.28	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
9	1.9	41.32	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	2
15	1.88	41.3	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	9
32	1.87	41.28	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Lobonyx_aeneus	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
5	1.87	41.28	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
9	1.9	41.32	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
15	1.88	41.3	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	12
20	1.91	41.31	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
21	1.88	41.3	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	8
30	1.9	41.3	Lobonyx_aeneus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Lobonyx_aeneus	Beetles	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.9	41.32	Lobonyx_aeneus	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
14	1.93	41.31	Malthinus	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
17	1.92	41.31	Malthinus	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
7	1.86	41.3	Malthinus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
17	1.92	41.31	Malthinus	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
9	1.9	41.32	Meligethes_2	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Meligethes_aeneus	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
28	1.93	41.29	Meligethes_aeneus	Beetles	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Meligethes_aeneus	Beetles	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
40	1.9	41.29	Meligethes_aeneus	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
20	1.91	41.31	Microhoria_plumbea	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
21	1.88	41.3	Microhoria_plumbea	Beetles	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
15	1.88	41.3	Mordellistena_1	Beetles	non_eficient	Biscutella_laevigata	BLA	BLA	1
33	1.85	41.28	Mordellistena_1	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Mordellistena_1	Beetles	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.3	Oedemera_flavipes	Beetles	non_eficient	Biscutella_laevigata	BLA	BLA	2
21	1.88	41.3	Oedemera_flavipes	Beetles	non_eficient	Potentilla	POT	POT	1
9	1.9	41.32	Oedemera_flavipes	Beetles	non_eficient	Ranunculus_gramineus	RGR	RGR	1
21	1.88	41.3	Oedemera_flavipes	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.3	Oedemera_flavipes	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
20	1.91	41.31	Oxythyrea_funesta	Beetles	non_eficient	Aphyllanthes_monspeliensis	AMO	AMO	2
1	1.92	41.27	Oxythyrea_funesta	Beetles	non_eficient	Cistus_albidus	CAL	CAL	2
37	1.86	41.27	Oxythyrea_funesta	Beetles	non_eficient	Cistus_albidus	CAL	CAL	1
6	1.86	41.29	Oxythyrea_funesta	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
9	1.9	41.32	Oxythyrea_funesta	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
32	1.87	41.28	Oxythyrea_funesta	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Oxythyrea_funesta	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	1
39	1.88	41.26	Oxythyrea_funesta	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	3
7	1.86	41.3	Oxythyrea_funesta	Beetles	non_eficient	Calicotome_spinosa	CSP	CSP	1
15	1.88	41.3	Oxythyrea_funesta	Beetles	non_eficient	Euphorbia_characias	ECH	ECH	2
13	1.88	41.31	Oxythyrea_funesta	Beetles	non_eficient	Prunus_sp.	PRUNUS	PRUNUS	1
9	1.9	41.32	Oxythyrea_funesta	Beetles	non_eficient	Ranunculus_gramineus	RGR	RGR	2
