Parcela	X	Y	Nom_definitiu	Functional_group_Rocka	eficient	Nom_planta	Codi_planta	Plant	Frequencia
2	1.91	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
3	1.9	41.28	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
5	1.87	41.28	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
11	1.87	41.29	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
16	1.89	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
23	1.88	41.29	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
25	1.87	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
30	1.9	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
34	1.84	41.28	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
38	1.88	41.27	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
40	1.9	41.29	Oxythyrea_funesta	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
26	1.91	41.29	Oxythyrea_funesta	Beetles	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
7	1.86	41.3	Smaragdina_diversipes	Beetles	non_eficient	Calicotome_spinosa	CSP	CSP	1
17	1.92	41.31	Smaragdina_diversipes	Beetles	non_eficient	Calicotome_spinosa	CSP	CSP	1
39	1.88	41.26	Tropinota_squalida	Beetles	non_eficient	Cistus_salviifolius	CSA	CSA	4
7	1.86	41.3	Tropinota_squalida	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Tropinota_squalida	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Tropinota_squalida	Beetles	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.3	Tropinota_squalida	Beetles	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Chamaesyrphus	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.3	Chamaesyrphus	Hoverflies	non_eficient	Fumana	FLA	FLA	1
8	1.87	41.3	Chamaesyrphus	Hoverflies	non_eficient	Helianthemum_oelandicum	HOE	HOE	2
21	1.88	41.3	Chamaesyrphus	Hoverflies	non_eficient	Helianthemum_oelandicum	HOE	HOE	2
34	1.84	41.28	Chamaesyrphus	Hoverflies	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
13	1.88	41.31	Chamaesyrphus	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Chamaesyrphus	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.3	Chamaesyrphus	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
11	1.87	41.29	Chamaesyrphus	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Chamaesyrphus	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Chamaesyrphus	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Chamaesyrphus	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
5	1.87	41.28	Chrysotoxum_cautum	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
16	1.89	41.3	Chrysotoxum_cautum	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Chrysotoxum_cautum	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	non_eficient	Euphorbia_serrata	ESE	ESE	2
4	1.88	41.28	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
10	1.91	41.28	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
23	1.88	41.29	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.3	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.3	Chrysotoxum_cautum	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Chrysotoxum_cautum	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.3	Chrysotoxum_cautum	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
13	1.88	41.31	Chrysotoxum_intermedium	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
6	1.86	41.29	Epysirphus_balteatus	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Eristalinus_aeneus	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Eristalis_tenax	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Merodon	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Paragus_tibialis	Hoverflies	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
34	1.84	41.28	Paragus_tibialis	Hoverflies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Paragus_tibialis	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Platynochaetus_setosus	Hoverflies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Scaeva_albomaculata	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Syritta_pipiens	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Syrphidae_1	Hoverflies	non_eficient	Euphorbia_characias	ECH	ECH	1
3	1.9	41.28	Syrphidae_1	Hoverflies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
29	1.91	41.3	Syrphidae_2	Hoverflies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
1	1.92	41.27	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.3	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
3	1.9	41.28	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	52
4	1.88	41.28	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	16
5	1.87	41.28	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
7	1.86	41.3	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
12	1.92	41.29	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	16
14	1.93	41.31	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
26	1.91	41.29	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
27	1.91	41.29	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
30	1.9	41.3	Bibio_sp	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
24	1.92	41.31	Calliphoridae_3	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.3	Calliphoridae_3	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.9	41.3	Conòpid_llarg_vermell	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dipter_2	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
31	1.85	41.3	Dipter_blanc	Large_flies	non_eficient	Orobanche_latisquama	OLA	OLA	1
33	1.85	41.28	Dipter_elipse_1	Large_flies	non_eficient	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Dipter_gran_1	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.3	Dipter_molt_llarg,_mes_que_apis,_ales_fosques,_grisos	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
7	1.86	41.3	Empididae_2	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
9	1.9	41.32	Empididae_2	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Empididae_2	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Empididae_2	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
36	1.84	41.27	Empididae_2	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Fals_conòpid	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
11	1.87	41.29	Fals_conòpid	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Fals_conòpid	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Fals_conòpid	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	4
38	1.88	41.27	Lucilia	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Mosca_1	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
3	1.9	41.28	Mosca_11	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
29	1.91	41.3	Mosca_14	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Mosca_14	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Mosca_14	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
24	1.92	41.31	Mosca_15	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	4
29	1.91	41.3	Mosca_15	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	4
20	1.91	41.31	Mosca_15	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
24	1.92	41.31	Mosca_15	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
33	1.85	41.28	Mosca_16	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_17	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Mosca_17	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_18	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	3
20	1.91	41.31	Mosca_19	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Mosca_20	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.3	Mosca_3	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Mosca_3	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Mosca_3	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.3	Mosca_3	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Mosca_7	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_7	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Mosca_7	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_7	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
34	1.84	41.28	Mosca_8	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_9	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	1
29	1.91	41.3	Mosca_9	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	1
2	1.91	41.3	Mosca_9	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	4
19	1.92	41.31	Mosca_9	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
20	1.91	41.31	Mosca_9	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
30	1.9	41.3	Mosca_9	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_mitjana_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Mosca_mitjana_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Mosca_mitjana-gran_1	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Mosca_normal_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
40	1.9	41.29	Mosca_poc_peluda_1	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_prima_1	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_taques_ales_1	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
35	1.83	41.28	Musca_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Sarcophagidae_1	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Sarcophagidae_1	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
4	1.88	41.28	Sarcophagidae_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Sarcophagidae_1	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Sarcophagidae_1	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
27	1.91	41.29	Sarcophagidae_2	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
34	1.84	41.28	Sarcophagidae_3	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
19	1.92	41.31	Sarcophagidae_4	Large_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Sarcophagidae_4	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
21	1.88	41.3	Sarcophagidae_4	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
9	1.9	41.32	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.3	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.3	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Sarcophagidae_4	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.3	Sarcophagidae_5	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Sarcophagidae_5	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Sarcophagidae_5	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Sarcophagidae_5	Large_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Sarcophagidae_5	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
8	1.87	41.3	Sarcophagidae_6	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Sarcophagidae_6	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Scatophagidae??	Large_flies	non_eficient	Euphorbia_characias	ECH	ECH	1
14	1.93	41.31	Scatophagidae??	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.3	Stratyomidae_1	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.3	Stratyomidae_2	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Stratyomidae_3	Large_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
7	1.86	41.3	Tachinidae_1	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Tachinidae_2	Large_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
33	1.85	41.28	Empididae	Small_flies	non_eficient	Cistus_salviifolius	CSA	CSA	1
24	1.92	41.31	Empididae	Small_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
35	1.83	41.28	Empididae	Small_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Empididae	Small_flies	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
29	1.91	41.3	Empididae	Small_flies	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
2	1.91	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.9	41.28	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	5
7	1.86	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	3
11	1.87	41.29	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
21	1.88	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
23	1.88	41.29	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
28	1.93	41.29	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
29	1.91	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
30	1.9	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
32	1.87	41.28	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
38	1.88	41.27	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.9	41.32	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
24	1.92	41.31	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
27	1.91	41.29	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
30	1.9	41.3	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
33	1.85	41.28	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Empididae	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
9	1.9	41.32	Gymnosoma	Small_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
30	1.9	41.3	Gymnosoma	Small_flies	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
2	1.91	41.3	Mosca_petita_1	Small_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
5	1.87	41.28	Mosca_petita_2	Small_flies	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
28	1.93	41.29	Mosca_petita_3	Small_flies	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Eurydema_oleracea	Bugs	non_eficient	Euphorbia_flavicoma	EFL	EFL	2
40	1.9	41.29	Hadrodemus_m-flavum	Bugs	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
17	1.92	41.31	Heteropter_marró_sense_punts	Bugs	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
40	1.9	41.29	Miridae_1	Bugs	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
4	1.88	41.28	Miridae_2	Bugs	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Miridae_3	Bugs	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
29	1.91	41.3	Butterfly	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
25	1.87	41.3	Callophrys_rubi	Butterfly	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Gonopteryx_cleopatra	Butterfly	non_eficient	Aphyllanthes_monspeliensis	AMO	AMO	1
15	1.88	41.3	Leptidea_sinapis	Butterfly	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
25	1.87	41.3	Pieris_rapae	Butterfly	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Pseudophilotes_panoptes	Butterfly	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
1	1.92	41.27	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
4	1.88	41.28	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
8	1.87	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	4
23	1.88	41.29	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
29	1.91	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.9	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
34	1.84	41.28	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
40	1.9	41.29	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
2	1.91	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
16	1.89	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
21	1.88	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
22	1.94	41.31	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.3	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	3
32	1.87	41.28	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Pseudophilotes_panoptes	Butterfly	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Adela_aldrovandella	Moth	non_eficient	Biscutella_laevigata	BLA	BLA	1
34	1.84	41.28	Adela_aldrovandella	Moth	non_eficient	Dorycnium_pentaphyllum	DPE	DPE	1
17	1.92	41.31	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
18	1.9	41.31	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	3
21	1.88	41.3	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	2
23	1.88	41.29	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
24	1.92	41.31	Adela_aldrovandella	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	6
7	1.86	41.3	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
19	1.92	41.31	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
