Plot	Species	Individual	Weight	Embryo
13	TVUF	26	0.146	viable
13	TVUH	19	0.146	viable
16	TVUF	4	0.146	viable
31	TVUF	17	0.146	viable
31	TVUF	36	0.146	viable
33	TVUH	16	0.146	viable
36	TVUF	18	0.146	viable
1	TVUH	30	0.145	viable
2	TVUF	25	0.145	viable
3	TVUF	7	0.145	viable
4	TVUH	24	0.145	viable
5	TVUF	14	0.145	viable
13	TVUH	10	0.145	viable
14	TVUF	15	0.145	viable
16	TVUF	11	0.145	viable
17	TVUH	1	0.145	viable
25	TVUH	2	0.145	viable
26	TVUF	12	0.145	viable
32	TVUH	34	0.145	viable
1	TVUF	2	0.144	viable
1	TVUF	7	0.144	viable
2	TVUF	33	0.144	viable
4	TVUF	14	0.144	viable
4	TVUH	14	0.144	viable
7	TVUF	20	0.144	viable
14	TVUF	14	0.144	viable
23	TVUF	37	0.144	viable
23	TVUH	6	0.144	viable
32	TVUF	27	0.144	viable
2	TVUF	35	0.143	viable
4	TVUH	16	0.143	viable
4	TVUH	20	0.143	viable
10	TVUF	9	0.143	viable
13	TVUH	49	0.143	viable
15	TVUF	6	0.143	viable
18	TVUF	2	0.143	viable
23	TVUH	14	0.143	viable
25	TVUF	23	0.143	viable
30	TVUF	3	0.143	viable
31	TVUF	15	0.143	viable
32	TVUF	29	0.143	viable
32	TVUH	23	0.143	viable
33	TVUF	7	0.143	viable
33	TVUF	11	0.143	viable
33	TVUF	13	0.143	viable
33	TVUH	9	0.143	viable
33	TVUH	10	0.143	viable
37	TVUF	26	0.143	viable
2	TVUF	17	0.142	viable
2	TVUF	39	0.142	viable
3	TVUF	39	0.142	viable
3	TVUF	40	0.142	viable
4	TVUF	6	0.142	viable
7	TVUF	17	0.142	viable
16	TVUF	36	0.142	viable
16	TVUF	37	0.142	viable
17	TVUF	21	0.142	viable
21	TVUH	6	0.142	viable
33	TVUF	24	0.142	viable
33	TVUF	36	0.142	viable
35	TVUF	30	0.142	viable
6	TVUH	8	0.141	viable
7	TVUH	25	0.141	viable
8	TVUF	11	0.141	viable
17	TVUH	5	0.141	viable
19	TVUF	17	0.141	viable
23	TVUF	36	0.141	viable
25	TVUF	24	0.141	viable
29	TVUH	6	0.141	viable
30	TVUH	2	0.141	viable
32	TVUF	37	0.141	viable
33	TVUF	20	0.141	viable
33	TVUF	33	0.141	viable
35	TVUF	9	0.141	viable
36	TVUF	25	0.141	viable
36	TVUH	14	0.141	viable
37	TVUF	51	0.141	viable
3	TVUF	13	0.140	viable
3	TVUF	31	0.140	viable
9	TVUF	2	0.140	viable
10	TVUH	11	0.140	viable
16	TVUF	18	0.140	viable
17	TVUF	17	0.140	viable
23	TVUF	27	0.140	viable
32	TVUH	14	0.140	viable
33	TVUF	19	0.140	viable
33	TVUH	19	0.140	viable
37	TVUF	21	0.140	viable
7	TVUF	22	0.139	viable
11	TVUF	2	0.139	viable
15	TVUH	6	0.139	viable
16	TVUF	33	0.139	viable
27	TVUF	22	0.139	viable
33	TVUH	6	0.139	viable
35	TVUH	15	0.139	viable
35	TVUH	16	0.139	viable
2	TVUF	16	0.138	viable
2	TVUF	28	0.138	viable
3	TVUF	22	0.138	viable
4	TVUF	30	0.138	viable
7	TVUF	30	0.138	viable
17	TVUF	2	0.138	viable
21	TVUF	3	0.138	viable
23	TVUF	1	0.138	viable
35	TVUF	24	0.138	viable
1	TVUF	42	0.137	viable
1	TVUH	21	0.137	viable
2	TVUH	9	0.137	viable
4	TVUF	41	0.137	viable
7	TVUF	10	0.137	viable
7	TVUF	33	0.137	viable
16	TVUF	17	0.137	viable
21	TVUH	5	0.137	viable
23	TVUF	7	0.137	viable
23	TVUF	12	0.137	viable
32	TVUF	22	0.137	viable
33	TVUF	22	0.137	viable
35	TVUH	9	0.137	viable
38	TVUH	20	0.137	viable
1	TVUF	4	0.136	viable
4	TVUF	25	0.136	viable
6	TVUH	6	0.136	viable
14	TVUH	2	0.136	viable
17	TVUH	12	0.136	viable
19	TVUF	11	0.136	viable
33	TVUF	2	0.136	viable
38	TVUF	7	0.136	viable
39	TVUF	30	0.136	viable
2	TVUH	5	0.135	viable
2	TVUH	8	0.135	viable
9	TVUF	20	0.135	viable
12	TVUF	1	0.135	viable
16	TVUF	24	0.135	viable
19	TVUF	3	0.135	viable
21	TVUF	4	0.135	viable
31	TVUF	29	0.135	viable
31	TVUH	9	0.135	viable
32	TVUH	35	0.135	viable
36	TVUF	5	0.135	viable
1	TVUF	39	0.134	viable
3	TVUF	5	0.134	viable
7	TVUF	8	0.134	viable
23	TVUF	16	0.134	viable
29	TVUF	10	0.134	viable
32	TVUF	10	0.134	viable
35	TVUF	17	0.134	viable
35	TVUF	28	0.134	viable
37	TVUF	5	0.134	viable
37	TVUF	10	0.134	viable
38	TVUF	42	0.134	viable
1	TVUF	32	0.133	viable
3	TVUF	34	0.133	viable
6	TVUF	14	0.133	viable
21	TVUH	11	0.133	viable
22	TVUF	16	0.133	viable
23	TVUH	3	0.133	viable
26	TVUF	17	0.133	viable
30	TVUF	8	0.133	viable
31	TVUF	6	0.133	viable
37	TVUF	19	0.133	viable
2	TVUF	15	0.132	viable
3	TVUF	4	0.132	viable
5	TVUH	18	0.132	viable
13	TVUH	27	0.132	viable
13	TVUH	38	0.132	viable
33	TVUF	28	0.132	viable
37	TVUF	13	0.132	viable
37	TVUF	44	0.132	viable
39	TVUF	28	0.132	viable
19	TVUF	6	0.131	viable
21	TVUF	14	0.131	viable
38	TVUF	5	0.131	viable
38	TVUF	34	0.131	viable
5	TVUF	25	0.130	viable
7	TVUF	23	0.130	viable
8	TVUF	10	0.130	viable
10	TVUF	10	0.130	viable
16	TVUF	22	0.130	viable
16	TVUF	45	0.130	viable
21	TVUF	17	0.130	viable
21	TVUH	16	0.130	viable
23	TVUF	13	0.130	viable
31	TVUF	20	0.130	viable
33	TVUF	29	0.130	viable
40	TVUH	1	0.130	viable
1	TVUF	38	0.129	viable
9	TVUF	34	0.129	viable
12	TVUF	13	0.129	viable
31	TVUH	19	0.129	viable
39	TVUF	7	0.129	viable
4	TVUF	4	0.128	viable
4	TVUH	43	0.128	viable
13	TVUH	42	0.128	viable
14	TVUF	16	0.128	viable
17	TVUF	18	0.128	viable
29	TVUF	4	0.128	viable
33	TVUF	40	0.128	viable
37	TVUF	55	0.128	viable
39	TVUF	19	0.128	viable
7	TVUH	27	0.127	viable
14	TVUF	8	0.127	viable
16	TVUF	5	0.127	viable
16	TVUF	32	0.127	viable
21	TVUF	6	0.127	viable
31	TVUF	38	0.127	viable
32	TVUF	41	0.127	viable
33	TVUF	5	0.127	viable
37	TVUF	39	0.127	viable
6	TVUF	13	0.126	viable
21	TVUF	19	0.126	viable
31	TVUF	31	0.126	viable
32	TVUH	20	0.126	viable
36	TVUF	11	0.126	viable
39	TVUF	26	0.126	viable
3	TVUF	20	0.125	viable
6	TVUF	17	0.125	viable
7	TVUH	20	0.125	viable
9	TVUF	18	0.125	viable
11	TVUF	4	0.125	viable
11	TVUF	9	0.125	viable
13	TVUF	21	0.125	viable
13	TVUH	14	0.125	viable
14	TVUF	3	0.125	viable
19	TVUF	7	0.125	viable
21	TVUH	4	0.125	viable
23	TVUF	5	0.125	viable
29	TVUH	4	0.125	viable
31	TVUF	13	0.125	viable
31	TVUF	34	0.125	viable
31	TVUH	3	0.125	viable
35	TVUH	18	0.125	viable
36	TVUF	17	0.125	viable
36	TVUH	2	0.125	viable
36	TVUH	11	0.125	viable
2	TVUF	9	0.124	viable
4	TVUH	19	0.124	viable
7	TVUF	36	0.124	viable
37	TVUF	29	0.124	viable
39	TVUH	12	0.124	viable
16	TVUF	44	0.123	viable
27	TVUF	24	0.123	viable
37	TVUH	15	0.123	viable
3	TVUH	12	0.122	viable
3	TVUH	14	0.122	viable
4	TVUH	36	0.122	viable
4	TVUH	41	0.122	viable
7	TVUF	1	0.122	viable
9	TVUH	9	0.122	viable
21	TVUF	11	0.122	viable
36	TVUF	2	0.122	viable
36	TVUF	23	0.122	viable
38	TVUH	8	0.122	viable
1	TVUH	17	0.121	viable
3	TVUF	33	0.121	viable
4	TVUH	9	0.121	viable
13	TVUH	24	0.121	viable
17	TVUF	12	0.121	viable
26	TVUH	7	0.121	viable
37	TVUF	22	0.121	viable
38	TVUF	25	0.121	viable
2	TVUF	31	0.120	viable
2	TVUH	14	0.120	viable
7	TVUF	15	0.120	viable
12	TVUF	5	0.120	viable
21	TVUF	15	0.120	viable
22	TVUF	3	0.120	viable
23	TVUF	33	0.120	viable
28	TVUF	3	0.120	viable
37	TVUH	6	0.120	viable
22	TVUF	11	0.119	viable
31	TVUF	23	0.119	viable
32	TVUF	5	0.119	viable
1	TVUF	14	0.118	viable
2	TVUH	12	0.118	viable
3	TVUF	28	0.118	viable
4	TVUH	18	0.118	viable
7	TVUF	32	0.118	viable
17	TVUF	23	0.118	viable
25	TVUF	3	0.118	viable
31	TVUH	18	0.118	viable
33	TVUF	38	0.118	viable
36	TVUF	21	0.118	viable
36	TVUF	24	0.118	viable
38	TVUF	18	0.118	viable
38	TVUF	29	0.118	viable
38	TVUF	37	0.118	viable
38	TVUH	24	0.118	viable
4	TVUH	40	0.117	viable
7	TVUF	3	0.117	viable
13	TVUF	22	0.117	viable
13	TVUH	21	0.117	viable
17	TVUF	13	0.117	viable
23	TVUH	1	0.117	viable
24	TVUF	5	0.117	viable
32	TVUF	24	0.117	viable
39	TVUF	31	0.117	viable
4	TVUH	46	0.116	viable
17	TVUH	8	0.116	viable
23	TVUF	25	0.116	viable
36	TVUH	7	0.116	viable
37	TVUF	17	0.116	viable
40	TVUH	3	0.116	viable
19	TVUH	8	0.115	viable
27	TVUF	23	0.115	viable
28	TVUF	4	0.115	viable
31	TVUF	1	0.115	viable
32	TVUF	23	0.115	viable
32	TVUF	36	0.115	viable
32	TVUH	43	0.115	viable
33	TVUH	2	0.115	viable
38	TVUF	13	0.115	viable
39	TVUF	15	0.115	viable
16	TVUF	29	0.114	viable
21	TVUF	13	0.114	viable
39	TVUF	20	0.114	viable
1	TVUH	34	0.113	viable
3	TVUH	9	0.113	viable
19	TVUH	9	0.113	viable
31	TVUF	32	0.113	viable
33	TVUH	11	0.113	viable
16	TVUF	26	0.112	viable
21	TVUH	18	0.112	viable
33	TVUF	26	0.112	viable
21	TVUH	2	0.111	viable
31	TVUF	19	0.111	viable
32	TVUH	29	0.111	viable
35	TVUF	35	0.111	viable
38	TVUF	10	0.111	viable
38	TVUF	26	0.111	viable
38	TVUF	43	0.111	viable
8	TVUF	18	0.110	viable
13	TVUH	41	0.110	viable
17	TVUH	14	0.110	viable
33	TVUF	30	0.110	viable
35	TVUF	23	0.110	viable
35	TVUH	2	0.110	viable
35	TVUH	8	0.110	viable
38	TVUF	1	0.110	viable
4	TVUH	33	0.109	viable
32	TVUF	35	0.109	viable
35	TVUF	29	0.109	viable
37	TVUF	18	0.109	viable
37	TVUF	53	0.109	viable
38	TVUF	44	0.109	viable
5	TVUF	15	0.108	viable
17	TVUF	20	0.108	viable
29	TVUH	2	0.108	viable
37	TVUF	27	0.108	viable
39	TVUF	34	0.108	viable
15	TVUF	4	0.107	viable
31	TVUF	27	0.107	viable
35	TVUH	11	0.107	viable
36	TVUF	16	0.107	viable
37	TVUF	4	0.107	viable
39	TVUF	24	0.107	viable
4	TVUH	7	0.106	viable
11	TVUH	2	0.106	viable
20	TVUH	5	0.106	viable
33	TVUH	8	0.106	viable
35	TVUF	21	0.106	viable
38	TVUF	38	0.106	viable
6	TVUH	7	0.105	viable
9	TVUH	13	0.105	viable
22	TVUF	17	0.105	viable
1	TVUF	37	0.104	viable
8	TVUF	8	0.104	viable
9	TVUH	4	0.104	viable
23	TVUF	4	0.104	viable
23	TVUH	5	0.104	viable
32	TVUF	17	0.104	viable
37	TVUF	12	0.104	viable
38	TVUH	17	0.104	viable
9	TVUH	24	0.103	viable
14	TVUF	18	0.103	viable
33	TVUF	35	0.103	viable
35	TVUF	3	0.103	viable
37	TVUH	5	0.103	viable
9	TVUF	13	0.102	viable
13	TVUF	38	0.102	viable
13	TVUH	45	0.102	viable
19	TVUH	2	0.102	viable
22	TVUF	6	0.102	viable
25	TVUF	4	0.102	viable
4	TVUH	50	0.101	viable
15	TVUF	7	0.101	viable
17	TVUH	13	0.101	viable
31	TVUH	12	0.101	viable
32	TVUF	7	0.101	viable
21	TVUH	17	0.100	viable
29	TVUF	5	0.100	viable
30	TVUH	4	0.100	viable
34	TVUF	3	0.100	viable
35	TVUF	5	0.100	viable
38	TVUF	32	0.100	viable
3	TVUH	1	0.099	viable
3	TVUH	3	0.099	viable
17	TVUF	1	0.099	viable
33	TVUF	16	0.099	viable
33	TVUF	39	0.099	viable
35	TVUF	10	0.099	viable
38	TVUH	22	0.099	viable
5	TVUH	12	0.098	viable
9	TVUF	29	0.098	viable
9	TVUF	31	0.098	viable
33	TVUF	25	0.098	viable
33	TVUH	20	0.098	viable
35	TVUF	32	0.098	viable
3	TVUF	2	0.097	viable
16	TVUF	31	0.097	viable
32	TVUH	16	0.097	viable
37	TVUF	35	0.097	viable
9	TVUF	21	0.096	viable
9	TVUF	30	0.096	viable
23	TVUH	12	0.096	viable
33	TVUF	3	0.096	viable
36	TVUF	3	0.096	viable
14	TVUF	5	0.095	viable
16	TVUF	41	0.095	viable
17	TVUF	19	0.095	viable
36	TVUF	13	0.095	viable
39	TVUH	9	0.095	viable
9	TVUF	23	0.094	viable
20	TVUF	14	0.094	viable
31	TVUH	8	0.094	viable
7	TVUF	4	0.093	viable
13	TVUH	5	0.093	viable
24	TVUH	3	0.093	viable
37	TVUH	2	0.093	viable
38	TVUF	11	0.093	viable
39	TVUF	2	0.093	viable
4	TVUH	49	0.092	viable
8	TVUF	24	0.092	viable
9	TVUF	16	0.092	viable
9	TVUH	1	0.092	viable
27	TVUH	7	0.092	viable
30	TVUF	20	0.092	viable
32	TVUH	17	0.092	viable
35	TVUF	18	0.092	viable
37	TVUH	4	0.092	viable
7	TVUF	5	0.091	viable
15	TVUH	8	0.091	viable
37	TVUF	45	0.091	viable
8	TVUH	6	0.090	viable
22	TVUF	14	0.090	viable
29	TVUH	5	0.090	viable
30	TVUF	5	0.090	viable
31	TVUF	25	0.090	viable
17	TVUH	7	0.089	viable
23	TVUF	28	0.089	viable
23	TVUH	10	0.089	viable
32	TVUF	34	0.089	viable
37	TVUF	2	0.089	viable
38	TVUF	14	0.089	viable
13	TVUH	46	0.088	viable
23	TVUF	3	0.088	viable
37	TVUF	28	0.088	viable
39	TVUF	9	0.088	viable
39	TVUH	10	0.088	viable
4	TVUF	28	0.087	viable
19	TVUF	14	0.087	viable
22	TVUF	8	0.087	viable
38	TVUF	15	0.087	viable
39	TVUH	5	0.087	viable
7	TVUH	22	0.086	viable
38	TVUF	27	0.086	viable
7	TVUF	24	0.085	viable
8	TVUF	2	0.085	viable
20	TVUH	6	0.085	viable
21	TVUH	21	0.085	viable
33	TVUF	27	0.085	viable
38	TVUF	8	0.085	viable
14	TVUF	7	0.084	viable
21	TVUF	10	0.084	viable
34	TVUH	5	0.084	viable
9	TVUH	16	0.083	viable
36	TVUF	14	0.083	viable
19	TVUF	16	0.082	viable
37	TVUF	49	0.082	viable
4	TVUF	20	0.081	viable
30	TVUF	15	0.081	viable
31	TVUH	2	0.081	viable
33	TVUF	32	0.081	viable
36	TVUF	19	0.081	viable
8	TVUF	13	0.080	viable
33	TVUF	18	0.080	viable
35	TVUF	20	0.080	viable
37	TVUF	24	0.080	viable
37	TVUF	47	0.080	viable
38	TVUH	30	0.080	viable
22	TVUF	7	0.078	viable
31	TVUH	4	0.078	viable
32	TVUH	28	0.078	viable
36	TVUF	6	0.078	viable
33	TVUF	21	0.076	viable
23	TVUH	2	0.075	viable
37	TVUF	46	0.075	viable
39	TVUF	6	0.075	viable
31	TVUH	13	0.074	viable
35	TVUH	6	0.074	viable
38	TVUF	30	0.074	viable
39	TVUF	5	0.074	viable
7	TVUF	19	0.073	viable
13	TVUH	37	0.073	viable
31	TVUH	7	0.073	viable
32	TVUH	15	0.073	viable
31	TVUF	33	0.072	viable
37	TVUF	57	0.072	viable
27	TVUH	8	0.071	viable
35	TVUF	22	0.071	viable
6	TVUH	9	0.070	viable
22	TVUF	5	0.070	viable
32	TVUH	12	0.070	viable
39	TVUF	12	0.070	viable
5	TVUH	13	0.068	viable
13	TVUH	28	0.066	viable
22	TVUF	15	0.066	viable
22	TVUH	4	0.066	viable
33	TVUF	10	0.066	viable
13	TVUH	16	0.065	viable
22	TVUH	7	0.064	viable
33	TVUF	8	0.064	viable
33	TVUF	23	0.064	viable
35	TVUF	4	0.062	viable
7	TVUF	43	0.073	NA
7	TVUF	44	0.104	NA
7	TVUH	8	0.077	NA
7	TVUH	10	0.081	NA
7	TVUH	11	0.053	NA
7	TVUH	19	0.100	NA
31	TVUF	7	0.104	NA
