Parcela	X	Y	Nom_definitiu	Functional_group_Rocka	Nom_planta	Codi_planta	Plant	Frequencia
33	1.85	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	6
32	1.87	41.28	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
39	1.88	41.26	Lasioglossum_transitorium_planulum	Short-tongued_medium-sized_bees	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
29	1.91	41.30	Nomada_flavoguttata	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.90	41.30	Nomada_flavoguttata	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
22	1.94	41.31	Nomada_succinta	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Nomada_succinta	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Nomada_succinta	Short-tongued_medium-sized_bees	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Osmia_gallarum	Short-tongued_medium-sized_bees	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Osmia_rufohirta	Short-tongued_medium-sized_bees	Fabaceae	FAB	FAB	1
20	1.91	41.31	Osmia_rufohirta	Short-tongued_medium-sized_bees	Helianthemum_oelandicum	HOE	HOE	1
17	1.92	41.31	Osmia_rufohirta	Short-tongued_medium-sized_bees	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Anaspis	Beetles	Aphyllanthes_monspeliensis	AMO	AMO	1
17	1.92	41.31	Anaspis	Beetles	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Anaspis	Beetles	Euphorbia_serrata	ESE	ESE	1
35	1.83	41.28	Anaspis	Beetles	Helianthemum_oelandicum	HOE	HOE	1
37	1.86	41.27	Anaspis	Beetles	Sideritis_hirsuta	SHI	SHI	1
24	1.92	41.31	Anthaxia	Beetles	Biscutella_laevigata	BLA	BLA	1
24	1.92	41.31	Anthaxia	Beetles	Helianthemum_oelandicum	HOE	HOE	1
26	1.91	41.29	Anthaxia	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
30	1.90	41.30	Anthrenus_1	Beetles	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Anthrenus_1	Beetles	Cistus_salviifolius	CSA	CSA	3
15	1.88	41.30	Anthrenus_1	Beetles	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Anthrenus_1	Beetles	Euphorbia_flavicoma	EFL	EFL	3
30	1.90	41.30	Anthrenus_1	Beetles	Euphorbia_flavicoma	EFL	EFL	2
33	1.85	41.28	Anthrenus_2	Beetles	Cistus_salviifolius	CSA	CSA	1
25	1.87	41.30	Anthrenus_2	Beetles	Euphorbia_flavicoma	EFL	EFL	1
38	1.88	41.27	Anthrenus_3	Beetles	Cistus_salviifolius	CSA	CSA	1
3	1.90	41.28	Aplocnemus_calidus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Aplocnemus_calidus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Aplocnemus_calidus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Attalus_pictus	Beetles	Rosmarinus_officinalis	ROF	ROF	7
37	1.86	41.27	Bruchid_2	Beetles	Cistus_albidus	CAL	CAL	1
29	1.91	41.30	Bruchidius_1	Beetles	Euphorbia_flavicoma	EFL	EFL	3
14	1.93	41.31	Bruchidius_2	Beetles	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	Cistus_albidus	CAL	CAL	1
32	1.87	41.28	Clanoptilus_abdominalis	Beetles	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Clanoptilus_abdominalis	Beetles	Cistus_salviifolius	CSA	CSA	2
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	Euphorbia_serrata	ESE	ESE	1
20	1.91	41.31	Clanoptilus_abdominalis	Beetles	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Clanoptilus_abdominalis	Beetles	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Clanoptilus_abdominalis	Beetles	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Clanoptilus_abdominalis	Beetles	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Clytra_quadripunctata	Beetles	Helianthemum_oelandicum	HOE	HOE	1
30	1.90	41.30	Coleòpter_vermell_gruixut	Beetles	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Coleoptera_3	Beetles	Euphorbia_flavicoma	EFL	EFL	1
20	1.91	41.31	Cryptocephalus_ramburi	Beetles	Aphyllanthes_monspeliensis	AMO	AMO	1
5	1.87	41.28	Danacea_longiceps	Beetles	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Dasytes_nigroaeneus	Beetles	Cistus_albidus	CAL	CAL	4
33	1.85	41.28	Dasytes_nigroaeneus	Beetles	Cistus_salviifolius	CSA	CSA	1
14	1.93	41.31	Dasytes_nigroaeneus	Beetles	Euphorbia_flavicoma	EFL	EFL	1
29	1.91	41.30	Dasytes_nigroaeneus	Beetles	Euphorbia_flavicoma	EFL	EFL	1
17	1.92	41.31	Dasytes_nigroaeneus	Beetles	Helianthemum_oelandicum	HOE	HOE	1
7	1.86	41.30	Dasytes_nigroaeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Dasytes_nigroaeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Dasytes_nigroaeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	4
38	1.88	41.27	Dasytes_nigroaeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dasytes_nigroaeneus	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
17	1.92	41.31	Escarabat_2	Beetles	Euphorbia_flavicoma	EFL	EFL	1
22	1.94	41.31	Escarabat_petit_1	Beetles	Fumana	FLA	FLA	1
21	1.88	41.30	Escarabat_rodonet_com_una_marieta_però_blau	Beetles	Helianthemum_oelandicum	HOE	HOE	1
5	1.87	41.28	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	1
9	1.90	41.32	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	2
15	1.88	41.30	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	9
32	1.87	41.28	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	1
33	1.85	41.28	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	2
38	1.88	41.27	Lobonyx_aeneus	Beetles	Cistus_salviifolius	CSA	CSA	1
5	1.87	41.28	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	2
9	1.90	41.32	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	2
15	1.88	41.30	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	12
20	1.91	41.31	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	4
21	1.88	41.30	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	8
30	1.90	41.30	Lobonyx_aeneus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Lobonyx_aeneus	Beetles	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Lobonyx_aeneus	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
14	1.93	41.31	Malthinus	Beetles	Euphorbia_flavicoma	EFL	EFL	2
17	1.92	41.31	Malthinus	Beetles	Euphorbia_flavicoma	EFL	EFL	2
7	1.86	41.30	Malthinus	Beetles	Rosmarinus_officinalis	ROF	ROF	2
17	1.92	41.31	Malthinus	Beetles	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Meligethes_2	Beetles	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Meligethes_aeneus	Beetles	Euphorbia_flavicoma	EFL	EFL	1
28	1.93	41.29	Meligethes_aeneus	Beetles	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Meligethes_aeneus	Beetles	Thymus_vulgaris_Female	TVUF	TVU	2
40	1.90	41.29	Meligethes_aeneus	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
20	1.91	41.31	Microhoria_plumbea	Beetles	Helianthemum_oelandicum	HOE	HOE	1
21	1.88	41.30	Microhoria_plumbea	Beetles	Helianthemum_oelandicum	HOE	HOE	1
15	1.88	41.30	Mordellistena_1	Beetles	Biscutella_laevigata	BLA	BLA	1
33	1.85	41.28	Mordellistena_1	Beetles	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Mordellistena_1	Beetles	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Oedemera_flavipes	Beetles	Biscutella_laevigata	BLA	BLA	2
21	1.88	41.30	Oedemera_flavipes	Beetles	Potentilla	POT	POT	1
9	1.90	41.32	Oedemera_flavipes	Beetles	Ranunculus_gramineus	RGR	RGR	1
21	1.88	41.30	Oedemera_flavipes	Beetles	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.30	Oedemera_flavipes	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
20	1.91	41.31	Oxythyrea_funesta	Beetles	Aphyllanthes_monspeliensis	AMO	AMO	2
1	1.92	41.27	Oxythyrea_funesta	Beetles	Cistus_albidus	CAL	CAL	2
37	1.86	41.27	Oxythyrea_funesta	Beetles	Cistus_albidus	CAL	CAL	1
6	1.86	41.29	Oxythyrea_funesta	Beetles	Cistus_salviifolius	CSA	CSA	1
9	1.90	41.32	Oxythyrea_funesta	Beetles	Cistus_salviifolius	CSA	CSA	1
32	1.87	41.28	Oxythyrea_funesta	Beetles	Cistus_salviifolius	CSA	CSA	1
37	1.86	41.27	Oxythyrea_funesta	Beetles	Cistus_salviifolius	CSA	CSA	1
39	1.88	41.26	Oxythyrea_funesta	Beetles	Cistus_salviifolius	CSA	CSA	3
7	1.86	41.30	Oxythyrea_funesta	Beetles	Calicotome_spinosa	CSP	CSP	1
15	1.88	41.30	Oxythyrea_funesta	Beetles	Euphorbia_characias	ECH	ECH	2
13	1.88	41.31	Oxythyrea_funesta	Beetles	Prunus_sp.	PRUNUS	PRUNUS	1
9	1.90	41.32	Oxythyrea_funesta	Beetles	Ranunculus_gramineus	RGR	RGR	2
2	1.91	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
3	1.90	41.28	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
5	1.87	41.28	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	3
11	1.87	41.29	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	2
16	1.89	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	2
23	1.88	41.29	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	2
25	1.87	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	4
34	1.84	41.28	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	3
38	1.88	41.27	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
40	1.90	41.29	Oxythyrea_funesta	Beetles	Rosmarinus_officinalis	ROF	ROF	1
26	1.91	41.29	Oxythyrea_funesta	Beetles	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
7	1.86	41.30	Smaragdina_diversipes	Beetles	Calicotome_spinosa	CSP	CSP	1
17	1.92	41.31	Smaragdina_diversipes	Beetles	Calicotome_spinosa	CSP	CSP	1
39	1.88	41.26	Tropinota_squalida	Beetles	Cistus_salviifolius	CSA	CSA	4
7	1.86	41.30	Tropinota_squalida	Beetles	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Tropinota_squalida	Beetles	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Tropinota_squalida	Beetles	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.30	Tropinota_squalida	Beetles	Thymus_vulgaris_Female	TVUF	TVU	1
21	1.88	41.30	Bombylius_cruciatus	Beeflies	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Bombylius_discolor	Beeflies	Rosmarinus_officinalis	ROF	ROF	2
21	1.88	41.30	Bombylius_discolor	Beeflies	Rosmarinus_officinalis	ROF	ROF	1
40	1.90	41.29	Bombylius_discolor	Beeflies	Rosmarinus_officinalis	ROF	ROF	1
32	1.87	41.28	Bombylius_discolor	Beeflies	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Bombylius_sp_1	Beeflies	Rosmarinus_officinalis	ROF	ROF	1
38	1.88	41.27	Conophorus	Beeflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
19	1.92	41.31	Chamaesyrphus	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Chamaesyrphus	Hoverflies	Fumana	FLA	FLA	1
8	1.87	41.30	Chamaesyrphus	Hoverflies	Helianthemum_oelandicum	HOE	HOE	2
21	1.88	41.30	Chamaesyrphus	Hoverflies	Helianthemum_oelandicum	HOE	HOE	2
34	1.84	41.28	Chamaesyrphus	Hoverflies	Helianthemum_oelandicum	HOE	HOE	1
13	1.88	41.31	Chamaesyrphus	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Chamaesyrphus	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Chamaesyrphus	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	2
11	1.87	41.29	Chamaesyrphus	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
33	1.85	41.28	Chamaesyrphus	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Chamaesyrphus	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Chamaesyrphus	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
5	1.87	41.28	Chrysotoxum_cautum	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
16	1.89	41.30	Chrysotoxum_cautum	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Chrysotoxum_cautum	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	Euphorbia_serrata	ESE	ESE	2
4	1.88	41.28	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
10	1.91	41.28	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
14	1.93	41.31	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
23	1.88	41.29	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
31	1.85	41.30	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
15	1.88	41.30	Chrysotoxum_cautum	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Chrysotoxum_cautum	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
12	1.92	41.29	Chrysotoxum_cautum	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Chrysotoxum_cautum	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
13	1.88	41.31	Chrysotoxum_intermedium	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
6	1.86	41.29	Epysirphus_balteatus	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
35	1.83	41.28	Eristalinus_aeneus	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Eristalis_tenax	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Merodon	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Paragus_tibialis	Hoverflies	Helianthemum_oelandicum	HOE	HOE	1
34	1.84	41.28	Paragus_tibialis	Hoverflies	Thymus_vulgaris_Female	TVUF	TVU	1
34	1.84	41.28	Paragus_tibialis	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Platynochaetus_setosus	Hoverflies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Scaeva_albomaculata	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
17	1.92	41.31	Syritta_pipiens	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Syrphidae_1	Hoverflies	Euphorbia_characias	ECH	ECH	1
3	1.90	41.28	Syrphidae_1	Hoverflies	Rosmarinus_officinalis	ROF	ROF	1
29	1.91	41.30	Syrphidae_2	Hoverflies	Euphorbia_flavicoma	EFL	EFL	1
1	1.92	41.27	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
2	1.91	41.30	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	2
3	1.90	41.28	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	52
4	1.88	41.28	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	16
5	1.87	41.28	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	4
7	1.86	41.30	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
12	1.92	41.29	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	16
14	1.93	41.31	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	3
26	1.91	41.29	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	3
27	1.91	41.29	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Bibio_sp	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
24	1.92	41.31	Calliphoridae_3	Large_flies	Rosmarinus_officinalis	ROF	ROF	2
7	1.86	41.30	Calliphoridae_3	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
30	1.90	41.30	Conòpid_llarg_vermell	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
28	1.93	41.29	Dipter_2	Large_flies	Euphorbia_flavicoma	EFL	EFL	1
31	1.85	41.30	Dipter_blanc	Large_flies	Orobanche_latisquama	OLA	OLA	1
33	1.85	41.28	Dipter_elipse_1	Large_flies	Cistus_salviifolius	CSA	CSA	2
19	1.92	41.31	Dipter_gran_1	Large_flies	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Dipter_molt_llarg,_mes_que_apis,_ales_fosques,_grisos	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
7	1.86	41.30	Empididae_2	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Empididae_2	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Empididae_2	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
22	1.94	41.31	Empididae_2	Large_flies	Rosmarinus_officinalis	ROF	ROF	2
36	1.84	41.27	Empididae_2	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Fals_conòpid	Large_flies	Euphorbia_flavicoma	EFL	EFL	2
11	1.87	41.29	Fals_conòpid	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Fals_conòpid	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Fals_conòpid	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Fals_conòpid	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	4
38	1.88	41.27	Lucilia	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
1	1.92	41.27	Mosca_1	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
3	1.90	41.28	Mosca_11	Large_flies	Rosmarinus_officinalis	ROF	ROF	3
29	1.91	41.30	Mosca_14	Large_flies	Euphorbia_characias	ECH	ECH	1
19	1.92	41.31	Mosca_14	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Mosca_14	Large_flies	Rosmarinus_officinalis	ROF	ROF	2
24	1.92	41.31	Mosca_15	Large_flies	Euphorbia_characias	ECH	ECH	4
29	1.91	41.30	Mosca_15	Large_flies	Euphorbia_characias	ECH	ECH	4
20	1.91	41.31	Mosca_15	Large_flies	Rosmarinus_officinalis	ROF	ROF	4
24	1.92	41.31	Mosca_15	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
33	1.85	41.28	Mosca_16	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_16	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_17	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
37	1.86	41.27	Mosca_17	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_18	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	3
20	1.91	41.31	Mosca_19	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
37	1.86	41.27	Mosca_20	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
31	1.85	41.30	Mosca_3	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
39	1.88	41.26	Mosca_3	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
36	1.84	41.27	Mosca_3	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Mosca_3	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Mosca_7	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Mosca_7	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
1	1.92	41.27	Mosca_7	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Mosca_7	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
34	1.84	41.28	Mosca_8	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_9	Large_flies	Euphorbia_characias	ECH	ECH	1
29	1.91	41.30	Mosca_9	Large_flies	Euphorbia_characias	ECH	ECH	1
2	1.91	41.30	Mosca_9	Large_flies	Rosmarinus_officinalis	ROF	ROF	4
19	1.92	41.31	Mosca_9	Large_flies	Rosmarinus_officinalis	ROF	ROF	2
20	1.91	41.31	Mosca_9	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
30	1.90	41.30	Mosca_9	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
19	1.92	41.31	Mosca_mitjana_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
35	1.83	41.28	Mosca_mitjana_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
17	1.92	41.31	Mosca_mitjana-gran_1	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Mosca_normal_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
40	1.90	41.29	Mosca_poc_peluda_1	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_prima_1	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
19	1.92	41.31	Mosca_taques_ales_1	Large_flies	Euphorbia_flavicoma	EFL	EFL	1
35	1.83	41.28	Musca_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
24	1.92	41.31	Sarcophagidae_1	Large_flies	Euphorbia_flavicoma	EFL	EFL	1
24	1.92	41.31	Sarcophagidae_1	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
4	1.88	41.28	Sarcophagidae_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Sarcophagidae_1	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
13	1.88	41.31	Sarcophagidae_1	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
32	1.87	41.28	Sarcophagidae_1	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
27	1.91	41.29	Sarcophagidae_2	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
34	1.84	41.28	Sarcophagidae_3	Large_flies	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
19	1.92	41.31	Sarcophagidae_4	Large_flies	Euphorbia_flavicoma	EFL	EFL	1
19	1.92	41.31	Sarcophagidae_4	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
21	1.88	41.30	Sarcophagidae_4	Large_flies	Rosmarinus_officinalis	ROF	ROF	1
9	1.90	41.32	Sarcophagidae_4	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
14	1.93	41.31	Sarcophagidae_4	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	1
16	1.89	41.30	Sarcophagidae_4	Large_flies	Thymus_vulgaris_Female	TVUF	TVU	2
