Plot	Species	Plant	X	Y
31	TVUH	2	29.71723547	3.863926606
31	TVUH	3	26.7755841	4.642275229
31	TVUH	4	34.39569419	14.44638532
31	TVUH	5	41.55606116	16.56675229
31	TVUH	6	-5.716159021	13.95053211
31	TVUH	7	7.063779817	13.75713761
31	TVUH	8	3.052330275	14.24968807
31	TVUH	9	-4.173406728	21.8132844
31	TVUH	10	15.06084404	25.11420183
32	ROF	1	39.67165813	3.590306452
32	ROF	2	13.86597682	7.426682752
32	ROF	3	7.591662106	7.93262773
32	ROF	4	0.790806428	16.33355306
32	ROF	5	6.710511915	18.25177852
32	ROF	6	27.1274066	12.65560171
32	ROF	7	35.13337645	15.38751803
32	ROF	8	38.7594647	22.80349236
32	ROF	9	26.03412766	24.25065917
32	ROF	10	0.417093677	24.86559126
32	TVUF	1	30.80443759	7.28392866
32	TVUF	2	14.66195712	4.682192428
32	TVUF	3	-3.732351624	16.20161932
32	TVUF	4	4.818864733	16.94855977
32	TVUF	5	18.52047162	14.41077558
32	TVUF	6	28.28436396	18.45098503
32	TVUF	7	41.88527934	22.68487886
32	TVUF	8	31.10890005	26.61166111
32	TVUF	9	2.748917964	37.15210686
32	TVUF	10	0.460474603	34.91751654
32	TVUH	1	40.44694294	4.775172877
32	TVUH	2	19.57474752	1.567198149
32	TVUH	3	3.681806875	8.009564201
32	TVUH	4	6.043480424	12.20566141
32	TVUH	5	22.86930998	14.1207527
32	TVUH	6	31.47903089	17.49047311
32	TVUH	7	39.77593155	27.40777822
32	TVUH	8	25.30182578	21.88559027
32	TVUH	9	8.030645242	27.96954132
32	TVUH	10	-1.529078155	24.51087011
34	ROF	1	23.81961831	2.996392366
34	ROF	2	5.658212778	17.76492658
34	ROF	3	3.63938093	24.5671561
34	ROF	4	5.188065948	11.03438075
34	ROF	5	-6.352610123	35.86965619
34	ROF	6	23.51484541	27.02557812
34	ROF	7	29.27868971	21.97077817
34	ROF	8	0.595403875	14.64937408
34	ROF	9	15.72408817	5.334139038
34	ROF	10	38.27988023	5.02925791
34	TVUF	1	26.21624157	16.085068
34	TVUF	2	29.01778563	19.54879325
34	TVUF	3	29.96529456	16.60673184
34	TVUF	4	26.89361088	18.23705761
34	TVUF	5	NA	NA
34	TVUF	6	-5.702947437	26.5697536
34	TVUF	7	19.5224936	10.09823587
34	TVUF	8	15.51859735	10.81593853
34	TVUF	9	12.36667989	12.92932645
34	TVUF	10	23.01872362	1.746383347
34	TVUH	1	23.54457232	28.36458747
34	TVUH	2	12.45557199	31.96248061
34	TVUH	3	12.47519752	26.86590425
34	TVUH	4	27.21887514	27.06291713
34	TVUH	5	24.05714492	29.72459324
34	TVUH	6	28.88184999	20.14419712
34	TVUH	7	27.8489123	13.85959089
34	TVUH	8	30.21321115	17.75439229
34	TVUH	9	25.6964537	18.1282153
34	TVUH	10	26.89822865	16.97903965
35	ROF	1	50.83610471	18.93009424
35	ROF	2	59.20777382	16.33864712
35	ROF	3	28.94776963	29.93541361
35	ROF	4	28.04500105	20.51806492
35	ROF	5	21.66517277	18.17063874
35	ROF	6	11.98743455	2.156732984
35	ROF	7	7.667535079	7.514337173
35	ROF	8	23.27924607	29.03522513
35	ROF	9	10.36190157	17.96526911
35	ROF	10	22.7016377	2.401558115
35	TVUF	1	26.29763351	4.430324607
35	TVUF	2	31.59220942	2.242931937
35	TVUF	3	33.12016754	5.826596859
35	TVUF	4	38.4857801	5.279497382
35	TVUF	5	12.48462408	20.70704921
35	TVUF	6	21.88558743	14.65075602
35	TVUF	7	21.46479581	32.27962304
35	TVUF	8	14.67141361	-7.811434555
35	TVUF	9	43.86754346	17.28080419
35	TVUF	10	46.07135497	17.42329634
35	TVUH	1	15.07659058	19.46518115
35	TVUH	2	36.15034974	3.20725445
35	TVUH	3	36.01497801	1.100280628
35	TVUH	4	38.46493822	1.509562304
35	TVUH	5	14.0488377	16.35995812
35	TVUH	6	25.90324607	27.16322513
35	TVUH	7	53.7113466	26.13682932
35	TVUH	8	52.96284817	23.57604188
35	TVUH	9	22.09306806	7.305801047
35	TVUH	10	45.69667016	14.0866178
36	ROF	1	34.12271168	23.55101155
36	ROF	2	7.306100879	23.35958512
36	ROF	3	1.131490318	12.84875971
36	ROF	4	4.618716725	17.40383326
36	ROF	5	5.502732973	12.80510313
36	ROF	6	24.94440194	7.644279686
36	ROF	7	5.108112158	7.468233624
36	ROF	8	42.10163663	17.02038885
36	ROF	9	45.87684663	16.05379185
36	ROF	10	38.50524904	15.19592223
36	TVUF	1	37.73190835	23.91055724
36	TVUF	2	42.02844185	21.1056513
36	TVUF	3	42.61210711	28.61541192
36	TVUF	4	25.87713058	25.77501282
36	TVUF	5	22.61428402	13.14477265
36	TVUF	6	20.97257562	17.20542651
36	TVUF	7	8.281232007	8.192648973
36	TVUF	8	3.692802776	7.582403281
36	TVUF	9	17.5817644	3.544938281
36	TVUF	10	25.0843554	4.126079584
36	TVUH	1	39.18861064	25.9343771
36	TVUH	2	42.88898529	22.88598809
36	TVUH	3	40.84584139	28.3004693
36	TVUH	4	32.56587136	28.17659818
36	TVUH	5	20.27672043	13.7332492
36	TVUH	6	22.80597863	16.04905943
36	TVUH	7	4.194817999	4.701068738
36	TVUH	8	13.87596324	5.809993296
36	TVUH	9	2.285948653	7.172930552
36	TVUH	10	15.21366092	3.562093308
37	ROF	1	21.69835833	22.25298217
37	ROF	2	12.97231268	22.2177867
37	ROF	3	4.07160573	21.23231369
37	ROF	4	0.760869932	32.67249321
37	ROF	5	7.944794074	32.43958899
37	ROF	6	8.899762102	40.54871855
37	ROF	7	4.275152272	18.11409
37	ROF	8	7.253707672	15.46167474
37	ROF	9	4.162715754	8.119050431
37	ROF	10	6.61688235	5.607417031
37	TVUF	1	38.40388736	27.1966458
37	TVUF	2	33.55305472	23.41065312
37	TVUF	3	6.282542307	23.01712531
37	TVUF	4	37.42489328	5.256643439
37	TVUF	5	32.95618283	7.050431085
37	TVUF	6	28.38475426	3.050431085
37	TVUF	7	24.61252932	3.267272942
37	TVUF	8	1.869037777	2.287468997
37	TVUF	9	2.915520761	12.2917208
37	TVUF	10	7.575224822	12.11975906
37	TVUH	1	27.58069142	24.73296327
37	TVUH	2	27.33678652	27.3487658
37	TVUH	3	21.91540266	26.74760836
37	TVUH	4	37.48644317	2.531238928
37	TVUH	5	32.71659721	4.422345577
37	TVUH	6	28.42052338	2.124483288
37	TVUH	7	24.80649243	2.28392583
37	TVUH	8	2.004420523	3.424353372
37	TVUH	9	2.895004134	11.20018897
37	TVUH	10	6.272149016	11.1352309
38	ROF	1	38.76456572	3.714492904
38	ROF	2	29.89120115	1.74927636
38	ROF	3	9.644401923	5.238871183
38	ROF	4	0.041779148	7.932785297
38	ROF	5	13.35967483	16.83748423
38	ROF	6	20.71100115	16.41408645
38	ROF	7	29.9853383	16.82830696
38	ROF	8	28.98156623	23.61067879
38	ROF	9	12.47753518	26.2496755
38	ROF	10	9.813127281	25.60993534
38	TVUF	1	23.37111901	27.54944821
38	TVUF	2	28.42532343	26.14525201
38	TVUF	3	29.76201242	22.58333587
38	TVUF	4	35.25740855	28.48169115
38	TVUF	5	33.63913687	15.66531587
38	TVUF	6	30.49131937	14.32766406
38	TVUF	7	16.60528577	3.513580051
38	TVUF	8	8.507297335	38.56130066
38	TVUF	9	26.20127848	33.94926295
38	TVUF	10	27.86415683	31.93048184
38	TVUH	1	23.64163533	26.3425817
38	TVUH	2	28.15860964	22.82190846
38	TVUH	3	24.23156471	22.5980707
38	TVUH	4	35.97993918	22.14523982
38	TVUH	5	33.16650112	18.13180907
38	TVUH	6	28.35585402	15.21639722
38	TVUH	7	16.58378681	5.5882292
38	TVUH	8	9.390460753	37.62174514
38	TVUH	9	9.727765218	35.15349693
38	TVUH	10	27.79468742	27.00162705
39	ROF	1	38.20638566	33.20170061
39	ROF	2	38.3390274	44.39654097
39	ROF	3	31.16268387	36.51789599
39	ROF	4	33.131653	23.90809388
39	ROF	5	20.55058487	24.07748589
39	ROF	6	36.37824189	15.1465752
39	ROF	7	35.20509271	15.05129219
39	ROF	8	36.11797813	1.987891879
39	ROF	9	30.88441003	5.875876546
39	ROF	10	28.47282518	3.808217094
39	TVUF	1	35.63009385	36.60907196
39	TVUF	2	28.15603657	36.52109034
39	TVUF	3	25.76182291	36.58009461
39	TVUF	4	24.97972346	24.51657261
39	TVUF	5	25.10968802	20.78821436
39	TVUF	6	19.59465174	25.2508176
39	TVUF	7	19.47287081	23.11940798
39	TVUF	8	29.52900017	15.88419708
39	TVUF	9	23.80961653	13.8340153
39	TVUF	10	33.03122861	5.414018649
39	TVUH	1	37.22663178	36.93339012
39	TVUH	2	32.90953895	38.9049908
39	TVUH	3	38.63847523	23.43113126
39	TVUH	4	32.15545854	24.91267246
39	TVUH	5	24.18782799	20.98407387
39	TVUH	6	22.98264401	27.43278928
39	TVUH	7	38.67583395	14.85940281
39	TVUH	8	34.39637365	13.12642035
39	TVUH	9	34.11639616	15.53327452
39	TVUH	10	29.44473008	14.55169529
40	ROF	1	60.30083084	29.11742904
40	ROF	2	56.38817679	27.8415233
40	ROF	3	45.41495506	15.72829478
40	ROF	4	35.00571393	17.90854619
40	ROF	5	37.43861383	4.732062884
40	ROF	6	31.26138926	2.547178553
40	ROF	7	34.69747043	2.637520462
40	ROF	8	48.37816969	7.662383791
40	ROF	9	59.77885536	15.82280631
40	ROF	10	65.53355777	32.66624456
40	TVUF	1	56.68838991	33.21570868
40	TVUF	2	38.58788646	15.73756061
40	TVUF	3	31.3534299	14.44173333
40	TVUF	4	22.71921426	25.74281125
40	TVUF	5	9.545356271	-10.02378231
40	TVUF	6	21.4371313	19.52033851
40	TVUF	7	25.75037836	29.880934
40	TVUF	8	27.2437224	28.77412978
40	TVUF	9	33.29647589	-2.442011304
40	TVUF	10	31.16008277	-6.92065355
40	TVUH	1	43.74926645	25.97214072
40	TVUH	2	39.67940204	17.86962968
40	TVUH	3	30.16585848	25.46668932
40	TVUH	4	10.53124131	-4.227074775
40	TVUH	5	4.520492943	-2.012076474
40	TVUH	6	30.65725669	28.76949687
40	TVUH	7	71.58476696	31.85455725
40	TVUH	8	68.12150601	32.88260185
40	TVUH	9	75.7818822	30.63007691
40	TVUH	10	64.53500942	18.186058
15	ROF	1	0.326843013	25.03250767
15	ROF	2	6.555700408	23.69923041
15	ROF	3	14.50977753	22.16081416
15	ROF	4	31.90495816	22.89936499
15	ROF	5	22.91820514	3.843138904
15	ROF	6	6.29639598	2.012532066
15	ROF	7	2.41128727	1.861390302
15	ROF	8	-2.549224105	-4.31574078
15	ROF	9	0.448378822	-5.896042727
15	ROF	10	-0.152151058	3.986206316
15	TVUF	1	6.447790067	25.08423399
15	TVUF	2	32.09958367	25.41931957
15	TVUF	3	34.82131292	24.59724967
15	TVUF	4	34.39631608	35.35985533
15	TVUF	5	47.79612263	-0.746625173
15	TVUF	6	1.408469658	-0.732999706
15	TVUF	7	55.64506497	2.192943353
15	TVUF	8	37.99907481	41.05227301
15	TVUF	9	39.08389756	43.3938349
15	TVUF	10	58.02531646	5.931368014
15	TVUH	1	51.40401194	16.11766685
15	TVUH	2	56.66209681	16.26350982
15	TVUH	3	4.9371294	-4.522898356
15	TVUH	4	4.207073468	-0.979772068
15	TVUH	5	36.72568232	-5.606375373
15	TVUH	6	53.23234787	-0.633079608
15	TVUH	7	32.93763405	37.49400732
15	TVUH	8	36.29185416	37.86038101
15	TVUH	9	53.16623912	3.152277219
15	TVUH	10	53.54051895	5.690651415
