Parcela	Nom_definitiu	forager	Plant	Frequencia
21	Apis	lineal	TVU	2
22	Apis	lineal	TVU	3
23	Apis	lineal	TVU	1
24	Apis	lineal	TVU	1
25	Apis	lineal	TVU	2
26	Apis	lineal	TVU	1
27	Apis	lineal	TVU	1
28	Apis	lineal	TVU	4
29	Apis	lineal	TVU	12
30	Apis	lineal	TVU	4
31	Apis	lineal	TVU	3
32	Apis	lineal	TVU	20
33	Apis	lineal	TVU	16
34	Apis	lineal	TVU	5
35	Apis	lineal	TVU	1
36	Apis	lineal	TVU	71
37	Apis	lineal	TVU	23
38	Apis	lineal	TVU	11
39	Apis	lineal	TVU	6
1	Apis	lineal	TVU	16
2	Apis	lineal	TVU	12
3	Apis	lineal	TVU	1
4	Apis	lineal	TVU	3
6	Apis	lineal	TVU	8
8	Apis	lineal	TVU	6
9	Apis	lineal	TVU	11
11	Apis	lineal	TVU	3
12	Apis	lineal	TVU	8
13	Apis	lineal	TVU	5
14	Apis	lineal	TVU	1
15	Apis	lineal	TVU	7
16	Apis	lineal	TVU	20
19	Apis	lineal	TVU	3
22	Apis	lineal	TVU	2
27	Apis	lineal	TVU	1
28	Apis	lineal	TVU	1
29	Apis	lineal	TVU	20
30	Apis	lineal	TVU	1
31	Apis	lineal	TVU	9
32	Apis	lineal	TVU	17
33	Apis	lineal	TVU	4
34	Apis	lineal	TVU	15
35	Apis	lineal	TVU	2
36	Apis	lineal	TVU	56
37	Apis	lineal	TVU	41
38	Apis	lineal	TVU	49
39	Apis	lineal	TVU	7
29	Butterfly	lineal	TVU	2
25	Callophrys_rubi	lineal	ROF	1
34	Gonopteryx_cleopatra	lineal	AMO	1
15	Leptidea_sinapis	lineal	ROF	1
25	Pieris_rapae	lineal	ROF	1
34	Pseudophilotes_panoptes	lineal	HOE	1
1	Pseudophilotes_panoptes	lineal	TVU	1
4	Pseudophilotes_panoptes	lineal	TVU	1
8	Pseudophilotes_panoptes	lineal	TVU	1
13	Pseudophilotes_panoptes	lineal	TVU	1
14	Pseudophilotes_panoptes	lineal	TVU	1
16	Pseudophilotes_panoptes	lineal	TVU	1
19	Pseudophilotes_panoptes	lineal	TVU	4
23	Pseudophilotes_panoptes	lineal	TVU	1
29	Pseudophilotes_panoptes	lineal	TVU	1
30	Pseudophilotes_panoptes	lineal	TVU	2
34	Pseudophilotes_panoptes	lineal	TVU	1
36	Pseudophilotes_panoptes	lineal	TVU	1
40	Pseudophilotes_panoptes	lineal	TVU	1
2	Pseudophilotes_panoptes	lineal	TVU	1
16	Pseudophilotes_panoptes	lineal	TVU	1
21	Pseudophilotes_panoptes	lineal	TVU	1
22	Pseudophilotes_panoptes	lineal	TVU	1
29	Pseudophilotes_panoptes	lineal	TVU	3
32	Pseudophilotes_panoptes	lineal	TVU	1
36	Pseudophilotes_panoptes	lineal	TVU	1
37	Pseudophilotes_panoptes	lineal	TVU	1
24	Adela_aldrovandella	lineal	BLA	1
34	Adela_aldrovandella	lineal	DPE	1
17	Adela_aldrovandella	lineal	ROF	2
18	Adela_aldrovandella	lineal	ROF	1
20	Adela_aldrovandella	lineal	ROF	3
21	Adela_aldrovandella	lineal	ROF	2
23	Adela_aldrovandella	lineal	ROF	1
24	Adela_aldrovandella	lineal	ROF	6
7	Adela_aldrovandella	lineal	TVU	2
19	Adela_aldrovandella	lineal	TVU	1
20	Adela_aldrovandella	lineal	TVU	1
21	Adela_aldrovandella	lineal	TVU	3
22	Adela_aldrovandella	lineal	TVU	4
8	Adela_aldrovandella	lineal	TVU	2
15	Adela_aldrovandella	lineal	TVU	2
21	Adela_aldrovandella	lineal	TVU	1
22	Adela_aldrovandella	lineal	TVU	5
24	Adela_aldrovandella	lineal	TVU	2
20	Microlepidoptera	lineal	ROF	1
34	Microlepidoptera	lineal	TVU	1
36	Microlepidoptera	lineal	TVU	6
37	Microlepidoptera	lineal	TVU	1
38	Microlepidoptera	lineal	TVU	5
34	Microlepidoptera	lineal	TVU	1
36	Microlepidoptera	lineal	TVU	1
37	Microlepidoptera	lineal	TVU	1
38	Microlepidoptera	lineal	TVU	5
30	Moth_1	lineal	TVU	1
37	Pterophoridae	lineal	TVU	1
24	Mecoptera	lineal	ROF	1
16	Chrysura_dichroa	lineal	UMBE	1
19	Eumenes_coarctatus	central_place	TVU	1
22	Eumenes_coarctatus	central_place	TVU	1
18	Euodynerus_bidentoides	central_place	TVU	1
9	Euodynerus_bidentoides	central_place	TVU	1
18	Gasteruption_1	lineal	TVU	1
9	Himenòpter_parasitoid	lineal	ROF	1
20	Ichneumonidae_6	lineal	ROF	1
16	Ichneumonidae_6	lineal	TVU	1
34	Ichneumonidae_6	lineal	TVU	2
16	Polistes_gallicus	central_place	EFL	1
12	Polistes_gallicus	central_place	TVU	1
36	Polistes_gallicus	central_place	TVU	2
20	Pompilidae	lineal	ROF	1
8	Sphecodes	lineal	ROF	1
20	Symphyta	lineal	ROF	1
38	Vespa_parasita_negra_potes_taronja	lineal	TVU	1
18	Braconidae	lineal	TVU	1
3	Chalcididae_1	lineal	TVU	1
3	Chalcididae_3	lineal	ROF	1
3	Chalcididae_3	lineal	TVU	1
9	Chalcididae_4	lineal	EFL	1
21	Chalcididae_5	lineal	TVU	1
28	Chalcididae_6	lineal	EFL	1
20	Diodontus	lineal	TVU	1
35	Himenopter_molt_petit	lineal	HOE	1
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
